Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,103.0,60
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,103.0,55
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,107.0,58
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,129.0,53
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,109.0,67
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,125.0,57
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,140.0,63
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,184.0,57
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,148.0,77
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,528.5,82
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,131.0,76
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,308.0,73
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,123.0,70
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,91.0,67
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,200.0,59
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,560.0,61
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,137.0,67
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,133.0,51
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,156.0,57
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,399.0,64
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,78.5,82
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,1229.0,76
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,689.5,62
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,1059.0,61
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,58.0,66
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,103.5,54
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,215.5,42
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,865.0,53
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,144.0,52
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,72.5,52
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,118.0,60
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,219.0,75
60004-1,RA1869,,,,,,,,,,,1,MIP-1B,56.0,84
60003-1,N2759,,,,,,,,,,,1,MIP-1B,63.0,74
60005-1,RA1931,,,,,,,,,,,1,MIP-1B,61.0,87
60001-1,N2586,,,,,,,,,,,1,MIP-1B,62.0,64
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,MIP-1B,58.5,70
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,1,MIP-1B,63.0,60
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,MIP-1B,61.0,61
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,1,MIP-1B,62.0,73
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,MIP-1B,65.5,62
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,1,MIP-1B,65.0,67
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,MIP-1B,64.0,73
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,1,MIP-1B,66.0,77
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,64.5,88
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,62.0,80
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,59.0,55
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,62.5,78
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,64.0,90
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,58.0,91
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,58.0,65
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,60.0,77
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,62.0,63
60004-1,RA1869,,,,,,,,,,,1,MIP-1B,62.5,60
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,62.5,70
60003-1,N2759,,,,,,,,,,,1,MIP-1B,63.0,58
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,64.5,64
60005-1,RA1931,,,,,,,,,,,1,MIP-1B,61.0,56
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,55.0,57
60001-1,N2586,,,,,,,,,,,1,MIP-1B,72.5,60
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,104.0,70
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,100.0,83
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,94.5,62
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,74.0,83
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,87.5,86
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,95.5,42
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,93.0,62
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,101.0,73
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,113.5,78
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,1,MIP-1B,126.5,84
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,144.0,57
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,1,MIP-1B,153.0,49
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,118.0,57
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,1,MIP-1B,106.0,52
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,MIP-1B,144.0,58
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,1,MIP-1B,144.0,65
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,62.0,64
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,63.0,71
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,66.0,76
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,66.0,73
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,61.5,74
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,65.0,68
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,59.5,56
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,76.0,49
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,141.5,58
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,201.0,49
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,568.0,49
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,374.0,40
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,109.5,60
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,213.0,65
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,258.0,63
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,MIP-1B,228.0,53
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,58.0,73
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,57.0,65
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,60.0,81
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,66.0,75
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,63.0,65
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,60.0,65
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,59.0,74
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,64.0,65
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,60.0,57
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,98.0,67
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,1031.5,56
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,966.0,55
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,465.0,59
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,73.0,54
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,424.0,41
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,MIP-1B,441.0,61
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,55.5,74
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,61.0,72
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,55.0,70
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,59.0,73
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,63.0,70
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,59.5,68
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,MIP-1B,60.5,42
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,MIP-1B,64.0,61
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,57.0,61
60004-1,RA1869,,,,,,,,,,,1,MIP-1B,57.0,68
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,63.5,46
60003-1,N2759,,,,,,,,,,,1,MIP-1B,62.0,47
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,54.5,44
60005-1,RA1931,,,,,,,,,,,1,MIP-1B,65.0,39
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,MIP-1B,66.0,51
60001-1,N2586,,,,,,,,,,,1,MIP-1B,69.0,77
,,,,,,,,,,,,0,MIP-1B,64.0,54
,,,,,,,,,,,,0,MIP-1B,74.0,77
,,,,,,,,,,,,0,MIP-1B,66.0,75
,,,,,,,,,,,,0,MIP-1B,74.5,68
,,,,,,,,,,,,0,MIP-1B,68.0,49
,,,,,,,,,,,,0,MIP-1B,68.0,45
60006-1,RA2159,,,,,,,,,,,2,MIP-1B,69.0,61
60002-1,N2645,,,,,,,,,,,2,MIP-1B,59.0,71
60007-1,RA2708,,,,,,,,,,,2,MIP-1B,55.0,65
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,58.0,85
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,55.0,66
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,56.0,76
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,62.0,53
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,59.0,93
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,62.5,66
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,136.0,82
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,98.0,67
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,117.0,71
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,114.0,66
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,158.0,83
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,104.0,68
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,98.5,72
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,104.0,72
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,134.0,74
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,262.5,78
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,90.0,63
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,149.0,57
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,148.0,75
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,143.5,66
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,84.0,69
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,128.0,72
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,108.0,82
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,127.0,81
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,136.5,88
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,81.5,64
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,1175.0,83
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,90.0,73
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,140.0,69
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,67.5,70
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,76.0,92
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,124.0,69
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,408.0,73
60006-1,RA2159,,,,,,,,,,,2,MIP-1B,61.0,79
60002-1,N2645,,,,,,,,,,,2,MIP-1B,58.0,64
60007-1,RA2708,,,,,,,,,,,2,MIP-1B,64.0,79
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,65.0,62
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,60.0,69
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,58.0,83
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,61.0,67
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,MIP-1B,57.0,74
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,2,MIP-1B,62.0,67
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,MIP-1B,61.5,100
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,2,MIP-1B,61.0,77
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,MIP-1B,58.5,76
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,2,MIP-1B,55.0,75
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,MIP-1B,63.0,84
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,2,MIP-1B,62.0,81
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,MIP-1B,61.0,83
60006-1,RA2159,,,,,,,,,,,2,MIP-1B,62.0,85
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,MIP-1B,48.0,66
60002-1,N2645,,,,,,,,,,,2,MIP-1B,63.0,80
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,MIP-1B,67.0,63
60007-1,RA2708,,,,,,,,,,,2,MIP-1B,63.0,77
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,94.0,58
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,105.0,88
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,90.0,96
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,98.0,81
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,91.0,91
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,105.0,76
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,126.0,46
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,132.0,65
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,101.5,58
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,103.0,83
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,2,MIP-1B,118.5,56
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,2,MIP-1B,109.0,56
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,55.0,72
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,59.0,86
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,56.0,75
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,63.0,74
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,60.0,81
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,67.0,67
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,178.5,54
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,287.0,67
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,75.0,70
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,118.0,69
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,157.0,62
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,2,MIP-1B,147.0,51
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,55.5,66
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,62.0,79
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,51.0,82
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,58.5,82
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,63.0,70
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,61.0,66
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,166.0,71
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,270.0,67
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,70.0,69
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,88.5,64
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,1105.0,78
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,MIP-1B,1054.0,81
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,2,MIP-1B,61.0,70
