Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value,Biological Replicate
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,1044,17887,18740,0.9776,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,1044,17830,18740,0.9763,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,1044,16422,18740,0.9375,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,1044,14333,18740,0.8746,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,1044,12230,18740,0.8050,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,1044,8983,18740,0.6761,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,1044,6900,18740,0.5725,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,1044,3676,18740,0.3522,1
50583-4,MCF 10A,10250-101-3,Etoposide,1,1044,1805,18740,0.1404,1
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,1044,1292,18740,0.0522,1
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,1044,1224,18740,0.0386,1
50583-4,MCF 10A,10250-101-3,Etoposide,10,1044,1165,18740,0.0266,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,1044,18253,18740,0.9871,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,1044,18813,18740,1.0019,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,1044,18695,18740,0.9985,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,1044,18949,18740,1.0054,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,1044,18814,18740,1.0020,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,1044,17648,18740,0.9715,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,1044,15725,18740,0.9171,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,1044,11834,18740,0.7898,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,1044,7245,18740,0.5918,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,1044,5464,18740,0.4865,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,1044,2573,18740,0.2404,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,1044,1674,18740,0.1194,1
50583-4,MCF 10A,10018-101-5,Neratinib,1,1044,1530,18740,0.0960,1
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,1044,1239,18740,0.0391,1
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,1044,18913,18740,1.0045,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,1044,18876,18740,1.0035,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,1044,18705,18740,0.9989,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,1044,18024,18740,0.9811,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,1044,19175,18740,1.0111,1
50583-4,MCF 10A,10102-101-7,Taxol,0.001,1044,14897,18740,0.8929,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,1044,8583,18740,0.6577,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,1044,2427,18740,0.2238,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,1044,1244,18740,0.0424,1
50583-4,MCF 10A,10102-101-7,Taxol,0.01,1044,639,18740,-0.1131,1
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,1044,417,18740,-0.1977,1
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,1044,368,18740,-0.2231,1
50583-4,MCF 10A,10102-101-7,Taxol,0.1,1044,224,18740,-0.3089,1
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,1044,210,18740,-0.3203,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,1044,18642,18740,0.9975,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,1044,18161,18740,0.9849,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,1044,18394,18740,0.9911,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,1044,18478,18740,0.9933,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,1044,18025,18740,0.9808,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,1044,17250,18740,0.9603,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,1044,17222,18740,0.9599,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,1044,12044,18740,0.7968,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,1044,11115,18740,0.7637,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1,1044,9411,18740,0.6951,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,1044,7564,18740,0.6079,1
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,1044,6079,18740,0.5265,1
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,1044,5279,18740,0.4755,1
50583-4,MCF 10A,10071-101-2,Palbociclib,10,1044,4179,18740,0.3946,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,1044,17898,18740,0.9761,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,1044,17235,18740,0.9598,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,1044,15257,18740,0.9033,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,1044,14749,18740,0.8879,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,1044,11115,18740,0.7644,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,1044,8471,18740,0.6519,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,1044,5083,18740,0.4614,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,1044,3361,18740,0.3240,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,1044,2531,18740,0.2369,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,1044,2174,18740,0.1926,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,1044,2034,18740,0.1732,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,1044,1956,18740,0.1623,1
50583-4,MCF 10A,10142-101-4,Trametinib,1,1044,1982,18740,0.1664,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,1044,18758,18740,1.0003,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,1044,17828,18740,0.9756,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,1044,18954,18740,1.0055,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,1044,17994,18740,0.9805,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,1044,16937,18740,0.9521,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,1044,14827,18740,0.8901,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,1044,11526,18740,0.7798,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1,1044,7494,18740,0.6045,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,1044,3647,18740,0.3499,1
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,1044,1950,18740,0.1614,1
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,1044,1369,18740,0.0673,1
50583-4,MCF 10A,10282-101-4,Vorinostat,10,1044,1240,18740,0.0416,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,799,11980,11790,1.0076,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,799,12280,11790,1.0205,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,799,11729,11790,0.9971,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,799,11709,11790,0.9958,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,799,11332,11790,0.9798,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,799,11243,11790,0.9755,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,799,11515,11790,0.9880,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,799,10545,11790,0.9434,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,799,9945,11790,0.9134,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,799,8739,11790,0.8508,1
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,799,6649,11790,0.7238,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,799,12161,11790,1.0154,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,799,12702,11790,1.0389,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,799,11915,11790,1.0049,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,799,11803,11790,1.0004,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,799,11519,11790,0.9872,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,799,9917,11790,0.9126,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,799,7645,11790,0.7882,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,799,5234,11790,0.6196,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,799,4416,11790,0.5524,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,799,3826,11790,0.4964,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,799,3272,11790,0.4365,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,799,2611,11790,0.3557,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,799,1386,11790,0.1523,1
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,799,751,11790,-0.0183,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,799,12249,11790,1.0194,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,799,11768,11790,0.9992,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,799,11688,11790,0.9955,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,799,11296,11790,0.9777,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,799,10548,11790,0.9427,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,799,9193,11790,0.8760,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,799,7627,11790,0.7867,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,799,5117,11790,0.6114,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,799,3412,11790,0.4519,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,799,1797,11790,0.2296,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,799,1108,11790,0.0876,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,799,825,11790,0.0079,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,799,749,11790,-0.0168,1
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,799,756,11790,-0.0144,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,799,12427,11790,1.0273,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,799,11718,11790,0.9969,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,799,11716,11790,0.9968,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,799,11918,11790,1.0053,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,799,12412,11790,1.0265,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.018,799,12227,11790,1.0190,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.031623,799,12356,11790,1.0239,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.056234,799,10368,11790,0.9342,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.1,799,6862,11790,0.7379,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.17783,799,4975,11790,0.5980,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.31623,799,2583,11790,0.3513,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.56234,799,1289,11790,0.1309,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,1,799,1129,11790,0.0926,1
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,3.1623,799,937,11790,0.0390,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,4.3333e-05,799,12159,11790,1.0157,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00013333,799,11949,11790,1.0070,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0002,799,11890,11790,1.0045,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00033333,799,11674,11790,0.9948,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00053333,799,10981,11790,0.9637,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.001,799,6309,11790,0.6998,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0018,799,5254,11790,0.6234,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0031623,799,2108,11790,0.2835,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0056234,799,1074,11790,0.0786,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.01,799,591,11790,-0.0758,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,799,493,11790,-0.1168,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,799,391,11790,-0.1683,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,799,317,11790,-0.2118,1
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.31623,799,329,11790,-0.2048,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0010833,799,11619,11790,0.9907,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0033333,799,11666,11790,0.9946,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,799,10855,11790,0.9542,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,799,9870,11790,0.9077,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,799,9254,11790,0.8747,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,799,8445,11790,0.8289,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,799,8841,11790,0.8529,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,799,4296,11790,0.5328,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,799,3440,11790,0.4561,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,799,2988,11790,0.4012,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,799,2409,11790,0.3244,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,799,1839,11790,0.2382,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,799,1529,11790,0.1812,1
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,10,799,1382,11790,0.1514,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,799,13229,11790,1.0601,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00033333,799,13084,11790,1.0545,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00066667,799,12021,11790,1.0097,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.001,799,11705,11790,0.9964,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0016667,799,10184,11790,0.9260,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.003,799,7611,11790,0.7858,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0056667,799,5058,11790,0.6081,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.01,799,3166,11790,0.4245,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.017783,799,2297,11790,0.3119,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.031623,799,1716,11790,0.2173,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.1,799,1611,11790,0.1977,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,799,1555,11790,0.1871,1
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,799,1687,11790,0.2114,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,799,11754,11790,0.9983,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,799,12351,11790,1.0242,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,799,11684,11790,0.9951,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.1,799,9715,11790,0.9026,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.17783,799,8926,11790,0.8613,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.31623,799,7021,11790,0.7500,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.56234,799,4790,11790,0.5846,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1,799,2187,11790,0.2944,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1.7783,799,1341,11790,0.1425,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,3.1623,799,778,11790,-0.0069,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,5.6234,799,656,11790,-0.0495,1
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,799,622,11790,-0.0627,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.0033333,583,5131,5109,0.9994,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.01,583,5241,5109,1.0165,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.031667,583,4972,5109,0.9829,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.1,583,4567,5109,0.9272,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.31623,583,3471,5109,0.7659,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.56234,583,3300,5109,0.7402,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1,583,3056,5109,0.6981,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1.7783,583,2341,5109,0.5577,1
50583-9,MCF 10A,10233-101-4,Alpelisib,3.1623,583,1914,5109,0.4612,1
50583-9,MCF 10A,10233-101-4,Alpelisib,5.6234,583,1551,5109,0.3668,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,1034,5109,0.1991,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0010833,583,4887,5109,0.9738,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0033333,583,4235,5109,0.8851,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.01,583,3074,5109,0.6990,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.018333,583,2749,5109,0.6400,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.031667,583,2678,5109,0.6278,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.056667,583,2088,5109,0.5027,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.1,583,1545,5109,0.3645,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.17783,583,1066,5109,0.2119,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.31623,583,960,5109,0.1719,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.56234,583,930,5109,0.1605,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1,583,867,5109,0.1335,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1.7783,583,806,5109,0.1079,1
50583-9,MCF 10A,10020-101-5,Dasatinib,3.1623,583,676,5109,0.0468,1
50583-9,MCF 10A,10020-101-5,Dasatinib,10,583,590,5109,0.0027,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0010833,583,5279,5109,1.0228,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0033333,583,5303,5109,1.0258,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.01,583,4770,5109,0.9531,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.018333,583,5142,5109,1.0049,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.031667,583,4648,5109,0.9405,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.056667,583,3604,5109,0.7897,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.1,583,2792,5109,0.6491,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.17783,583,1998,5109,0.4819,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.31623,583,1328,5109,0.3001,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.56234,583,900,5109,0.1467,1
50583-9,MCF 10A,10250-101-3,Etoposide,1,583,677,5109,0.0490,1
50583-9,MCF 10A,10250-101-3,Etoposide,1.7783,583,618,5109,0.0185,1
50583-9,MCF 10A,10250-101-3,Etoposide,3.1623,583,646,5109,0.0328,1
50583-9,MCF 10A,10250-101-3,Etoposide,10,583,597,5109,0.0069,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.00043333,583,5234,5109,1.0163,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0013333,583,5441,5109,1.0428,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0033333,583,5165,5109,1.0080,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0053333,583,4713,5109,0.9432,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.01,583,4463,5109,0.9167,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.018,583,3969,5109,0.8459,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.031623,583,3062,5109,0.6994,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.056234,583,1921,5109,0.4620,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.1,583,1338,5109,0.3021,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.17783,583,1033,5109,0.1997,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.31623,583,778,5109,0.0961,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.56234,583,724,5109,0.0713,1
50583-9,MCF 10A,10018-101-5,Neratinib,1,583,585,5109,-0.0010,1
50583-9,MCF 10A,10018-101-5,Neratinib,3.1623,583,449,5109,-0.0843,1
50583-9,MCF 10A,10102-101-7,Taxol,4.3333e-05,583,5505,5109,1.0467,1
50583-9,MCF 10A,10102-101-7,Taxol,0.00013333,583,5313,5109,1.0271,1
50583-9,MCF 10A,10102-101-7,Taxol,0.0002,583,4982,5109,0.9837,1
50583-9,MCF 10A,10102-101-7,Taxol,0.00033333,583,5050,5109,0.9915,1
50583-9,MCF 10A,10102-101-7,Taxol,0.00053333,583,4737,5109,0.9535,1
50583-9,MCF 10A,10102-101-7,Taxol,0.001,583,3579,5109,0.7826,1
50583-9,MCF 10A,10102-101-7,Taxol,0.0018,583,2640,5109,0.6200,1
50583-9,MCF 10A,10102-101-7,Taxol,0.0031623,583,1539,5109,0.3636,1
50583-9,MCF 10A,10102-101-7,Taxol,0.0056234,583,1298,5109,0.2913,1
50583-9,MCF 10A,10102-101-7,Taxol,0.01,583,989,5109,0.1825,1
50583-9,MCF 10A,10102-101-7,Taxol,0.017783,583,783,5109,0.0977,1
50583-9,MCF 10A,10102-101-7,Taxol,0.031623,583,635,5109,0.0269,1
50583-9,MCF 10A,10102-101-7,Taxol,0.1,583,494,5109,-0.0520,1
50583-9,MCF 10A,10102-101-7,Taxol,0.31623,583,456,5109,-0.0785,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.0010833,583,4834,5109,0.9661,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.0033333,583,4520,5109,0.9156,1
