Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value,Biological Replicate
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,782,12952,13357,0.9851,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,782,12428,13357,0.9643,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,782,12230,13357,0.9575,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,782,10820,13357,0.8995,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,782,10591,13357,0.8898,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,782,9482,13357,0.8388,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7056,13357,0.7110,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,782,13485,13357,1.0043,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,782,13743,13357,1.0142,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,782,13268,13357,0.9964,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,782,12448,13357,0.9654,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,782,12104,13357,0.9521,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,782,10083,13357,0.8667,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,782,8075,13357,0.7686,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,782,5637,13357,0.6170,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,4851,13357,0.5611,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,782,4183,13357,0.5060,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,782,3476,13357,0.4395,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,782,2715,13357,0.3549,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,782,1477,13357,0.1678,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,782,914,13357,0.0384,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,782,13454,13357,1.0037,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,782,13639,13357,1.0103,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,782,13393,13357,1.0013,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,782,13068,13357,0.9892,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,782,12517,13357,0.9680,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,782,11007,13357,0.9077,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,782,9631,13357,0.8462,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,782,7161,13357,0.7164,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5599,13357,0.6167,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,782,3243,13357,0.4139,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,782,1802,13357,0.2257,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,782,1048,13357,0.0733,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,782,852,13357,0.0204,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,782,782,13357,-0.0002,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,782,13318,13357,0.9987,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0013333,782,13652,13357,1.0105,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0033333,782,13244,13357,0.9959,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.0053333,782,13274,13357,0.9966,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.01,782,13142,13357,0.9919,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.018,782,13106,13357,0.9908,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.031623,782,11666,13357,0.9343,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.056234,782,9225,13357,0.8273,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.1,782,6567,13357,0.6803,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.17783,782,4688,13357,0.5482,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.31623,782,2332,13357,0.3039,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.56234,782,1393,13357,0.1512,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,1,782,1270,13357,0.1249,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,3.1623,782,1093,13357,0.0840,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,4.3333e-05,782,13363,13357,0.9999,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00013333,782,13514,13357,1.0058,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0002,782,13342,13357,0.9992,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00033333,782,13077,13357,0.9897,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.00053333,782,12703,13357,0.9743,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.001,782,8662,13357,0.7976,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0018,782,4890,13357,0.5644,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0031623,782,2032,13357,0.2620,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.0056234,782,1177,13357,0.1036,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.01,782,760,13357,-0.0080,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.017783,782,421,13357,-0.1407,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.031623,782,351,13357,-0.1781,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.1,782,230,13357,-0.2587,3
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,0.31623,782,229,13357,-0.2604,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0010833,782,12445,13357,0.9646,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.0033333,782,12954,13357,0.9850,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.01,782,12718,13357,0.9761,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.031667,782,13793,13357,1.0158,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.056667,782,12731,13357,0.9765,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.1,782,12604,13357,0.9720,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.17783,782,13170,13357,0.9926,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.31623,782,5506,13357,0.6053,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,0.56234,782,5694,13357,0.6229,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1,782,4839,13357,0.5560,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,1.7783,782,4179,13357,0.5015,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,3.1623,782,3670,13357,0.4557,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,5.6234,782,3166,13357,0.4056,3
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,10,782,2601,13357,0.3397,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00021667,782,13728,13357,1.0132,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00033333,782,12954,13357,0.9850,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.00066667,782,11581,13357,0.9315,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.001,782,10744,13357,0.8965,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0016667,782,8750,13357,0.8036,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.003,782,6115,13357,0.6524,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.0056667,782,3998,13357,0.4892,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.01,782,2435,13357,0.3180,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.017783,782,1899,13357,0.2417,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.031623,782,1593,13357,0.1894,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.1,782,1560,13357,0.1836,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,0.31623,782,1555,13357,0.1825,3
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,1,782,1625,13357,0.1944,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.0033333,782,13323,13357,0.9988,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.01,782,13919,13357,1.0203,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.031667,782,13034,13357,0.9881,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.1,782,12549,13357,0.9700,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.17783,782,10874,13357,0.9008,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.31623,782,9905,13357,0.8588,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,0.56234,782,7272,13357,0.7237,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1,782,4577,13357,0.5396,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,1.7783,782,2039,13357,0.2626,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,3.1623,782,1103,13357,0.0868,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,5.6234,782,874,13357,0.0274,3
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,10,782,851,13357,0.0205,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.0033333,851,9319,10112,0.9526,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.01,851,10328,10112,1.0102,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.031667,851,9673,10112,0.9724,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.1,851,8973,10112,0.9343,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.31623,851,8110,10112,0.8748,3
50583-9,MCF 10A,10233-101-4,Alpelisib,0.56234,851,7857,10112,0.8622,3
50583-9,MCF 10A,10233-101-4,Alpelisib,1,851,6705,10112,0.7832,3
50583-9,MCF 10A,10233-101-4,Alpelisib,1.7783,851,6201,10112,0.7445,3
50583-9,MCF 10A,10233-101-4,Alpelisib,3.1623,851,5032,10112,0.6453,3
50583-9,MCF 10A,10233-101-4,Alpelisib,5.6234,851,3982,10112,0.5404,3
50583-9,MCF 10A,10233-101-4,Alpelisib,10,851,2641,10112,0.3712,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0010833,851,9422,10112,0.9596,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0033333,851,9312,10112,0.9551,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.01,851,9290,10112,0.9534,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.018333,851,7872,10112,0.8637,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.031667,851,8871,10112,0.9278,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.056667,851,6997,10112,0.8028,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.1,851,5526,10112,0.6876,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.17783,851,3409,10112,0.4728,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.31623,851,3237,10112,0.4524,3
50583-9,MCF 10A,10020-101-5,Dasatinib,0.56234,851,2664,10112,0.3751,3
50583-9,MCF 10A,10020-101-5,Dasatinib,1,851,2559,10112,0.3609,3
50583-9,MCF 10A,10020-101-5,Dasatinib,1.7783,851,1857,10112,0.2438,3
50583-9,MCF 10A,10020-101-5,Dasatinib,3.1623,851,993,10112,0.0425,3
50583-9,MCF 10A,10020-101-5,Dasatinib,10,851,728,10112,-0.0441,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.0010833,851,9501,10112,0.9653,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.0033333,851,10168,10112,1.0024,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.01,851,9904,10112,0.9889,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.018333,851,9622,10112,0.9728,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.031667,851,9177,10112,0.9467,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.056667,851,7867,10112,0.8642,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.1,851,6988,10112,0.8035,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.17783,851,5151,10112,0.6555,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.31623,851,3701,10112,0.5088,3
50583-9,MCF 10A,10250-101-3,Etoposide,0.56234,851,2208,10112,0.3043,3
50583-9,MCF 10A,10250-101-3,Etoposide,1,851,1142,10112,0.0854,3
50583-9,MCF 10A,10250-101-3,Etoposide,1.7783,851,947,10112,0.0302,3
50583-9,MCF 10A,10250-101-3,Etoposide,3.1623,851,892,10112,0.0122,3
50583-9,MCF 10A,10250-101-3,Etoposide,10,851,831,10112,-0.0078,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.00043333,851,10392,10112,1.0159,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.0013333,851,10081,10112,0.9974,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.0033333,851,9687,10112,0.9760,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.0053333,851,8908,10112,0.9310,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.01,851,9307,10112,0.9532,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.018,851,8645,10112,0.9145,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.031623,851,6880,10112,0.7958,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.056234,851,4582,10112,0.6007,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.1,851,2888,10112,0.4066,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.17783,851,2149,10112,0.2948,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.31623,851,1258,10112,0.1150,3
50583-9,MCF 10A,10018-101-5,Neratinib,0.56234,851,1048,10112,0.0602,3
50583-9,MCF 10A,10018-101-5,Neratinib,1,851,969,10112,0.0362,3
50583-9,MCF 10A,10018-101-5,Neratinib,3.1623,851,691,10112,-0.0628,3
50583-9,MCF 10A,10102-101-7,Taxol,4.3333e-05,851,10242,10112,1.0070,3
50583-9,MCF 10A,10102-101-7,Taxol,0.00013333,851,10077,10112,0.9986,3
50583-9,MCF 10A,10102-101-7,Taxol,0.0002,851,9853,10112,0.9854,3
50583-9,MCF 10A,10102-101-7,Taxol,0.00033333,851,10382,10112,1.0153,3
50583-9,MCF 10A,10102-101-7,Taxol,0.00053333,851,10033,10112,0.9950,3
50583-9,MCF 10A,10102-101-7,Taxol,0.001,851,6120,10112,0.7348,3
50583-9,MCF 10A,10102-101-7,Taxol,0.0018,851,4560,10112,0.5996,3
50583-9,MCF 10A,10102-101-7,Taxol,0.0031623,851,1947,10112,0.2602,3
50583-9,MCF 10A,10102-101-7,Taxol,0.0056234,851,1547,10112,0.1816,3
50583-9,MCF 10A,10102-101-7,Taxol,0.01,851,922,10112,0.0190,3
50583-9,MCF 10A,10102-101-7,Taxol,0.017783,851,510,10112,-0.1347,3
50583-9,MCF 10A,10102-101-7,Taxol,0.031623,851,497,10112,-0.1410,3
50583-9,MCF 10A,10102-101-7,Taxol,0.1,851,340,10112,-0.2271,3
50583-9,MCF 10A,10102-101-7,Taxol,0.31623,851,343,10112,-0.2247,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.0010833,851,8631,10112,0.9123,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.0033333,851,8353,10112,0.8964,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.01,851,7663,10112,0.8482,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.031667,851,6794,10112,0.7877,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.056667,851,5350,10112,0.6720,3
