HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10306-101-1,10306,C646,,LSM-43281,2871948,,,445.13,"InChI=1S/C24H19N3O6/c1-13-10-20(21(27(31)32)11-14(13)2)22-9-8-18(33-22)12-19-15(3)25-26(23(19)28)17-6-4-16(5-7-17)24(29)30/h4-12H,1-3H3,(H,29,30)",HEKJYZZSCQBJGB-UHFFFAOYSA-N,CC1=C(C=C(C(=C1)C2=CC=C(O2)C=C3C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C)[N+](=O)[O-])C,,,Tocris,1A/136815,445.420000,,,,,2018-03-30
10307-101-1,10307,Garcinol,,LSM-6319,,,,602.36,"InChI=1S/C38H50O6/c1-22(2)11-13-27(25(7)8)20-37-21-28(15-12-23(3)4)36(9,10)38(35(37)44,18-17-24(5)6)34(43)31(33(37)42)32(41)26-14-16-29(39)30(40)19-26/h11-12,14,16-17,19,27-28,39-40,42H,7,13,15,18,20-21H2,1-6,8-10H3/t27-,28+,37+,38-/m0/s1",QDKLRKZQSOQWJQ-SMDXAGPFSA-N,CC([C@H](C/C=C(C)/C)C[C@]1(C[C@@H](C(C)=C)C/C=C(C)\C)C(O)=C2C(C3=CC(O)=C(O)C=C3)=O)(C)[C@](C/C=C(C)\C)(C1=O)C2=O,,,Cayman Chemical,0441169-5,602.800000,,,,,2018-03-30
10308-101-1,10308,Anacardic acid,,LSM-6320,167551,,,348.27,"InChI=1S/C22H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(23)21(19)22(24)25/h15,17-18,23H,2-14,16H2,1H3,(H,24,25)",ADFWQBGTDJIESE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,,,Tocris,1A/131947,348.520000,,,,,2016-04-04
10309-101-1,10309,CTB,,LSM-6321,729859,,,343.06,"InChI=1S/C16H13ClF3NO2/c1-2-23-14-6-4-3-5-11(14)15(22)21-10-7-8-13(17)12(9-10)16(18,19)20/h3-9H,2H2,1H3,(H,21,22)",YDXZSNHARVUYNM-UHFFFAOYSA-N,CCOC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F,,,Sigma-Aldrich,050M4611V,343.730000,,,,,2016-04-04
10310-101-1,10310,Belinostat,PXD101,LSM-43181,53437714,,,318.07,"InChI=1S/C15H14N2O4S/c18-15(16-19)10-9-12-5-4-8-14(11-12)22(20,21)17-13-6-2-1-3-7-13/h1-11,17,19H,(H,16,18)",NCNRHFGMJRPRSK-UHFFFAOYSA-N,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,,,Haoyuan chemexpress,HY-10225-20111013,318.350000,,,,,2018-03-30
10311-101-1,10311,Entinostat,MS-275; MS-27-275,LSM-4811,4261,,,376.15,"InChI=1S/C21H20N4O3/c22-18-5-1-2-6-19(18)25-20(26)17-9-7-15(8-10-17)13-24-21(27)28-14-16-4-3-11-23-12-16/h1-12H,13-14,22H2,(H,24,27)(H,25,26)",INVTYAOGFAGBOE-UHFFFAOYSA-N,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,,,Haoyuan chemexpress,HY-12163-20130407,376.410000,,,,,2016-04-04
10312-101-1,10312,Mocetinostat,MGCD0103,LSM-5344,9865515,,,396.17,"InChI=1S/C23H20N6O/c24-19-5-1-2-6-21(19)28-22(30)17-9-7-16(8-10-17)14-27-23-26-13-11-20(29-23)18-4-3-12-25-15-18/h1-13,15H,14,24H2,(H,28,30)(H,26,27,29)",HRNLUBSXIHFDHP-UHFFFAOYSA-N,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4,,,Haoyuan chemexpress,HY-12164-20111223,396.440000,,,,,2016-04-04
10313-101-1,10313,Pracinostat,SB939,LSM-43290,56603532,,,358.24,"InChI=1S/C20H30N4O2/c1-4-7-8-19-21-17-15-16(10-12-20(25)22-26)9-11-18(17)24(19)14-13-23(5-2)6-3/h9-12,15,26H,4-8,13-14H2,1-3H3,(H,22,25)",JHDKZFFAIZKUCU-UHFFFAOYSA-N,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO,,,Haoyuan chemexpress,HY-13322-20111215,358.480000,,,,,2018-03-30
10314-101-1,10314,MC1568,,LSM-43291,71433510,,,314.11,"InChI=1S/C17H15FN2O3/c1-20-11-12(9-15(20)6-8-17(22)19-23)5-7-16(21)13-3-2-4-14(18)10-13/h2-11,23H,1H3,(H,19,22)",QRDAPCMJAOQZSU-UHFFFAOYSA-N,CN1C=C(C=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,,,Haoyuan chemexpress,HY-15140-20130419,314.310000,,,,,2018-03-30
10315-101-1,10315,Rocilinostat,ACY-1215,LSM-6324,53340666,,,433.21,"InChI=1S/C24H27N5O3/c30-22(28-32)15-9-1-2-10-16-25-23(31)19-17-26-24(27-18-19)29(20-11-5-3-6-12-20)21-13-7-4-8-14-21/h3-8,11-14,17-18,32H,1-2,9-10,15-16H2,(H,25,31)(H,28,30)",QGZYDVAGYRLSKP-UHFFFAOYSA-N,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,,,Haoyuan chemexpress,HY-16026-20130410,433.500000,,,,,2016-04-04
10316-101-1,10316,Selisistat,EX-527; SEN196,LSM-6271,707029,,,248.07,"InChI=1S/C13H13ClN2O/c14-7-4-5-11-10(6-7)8-2-1-3-9(13(15)17)12(8)16-11/h4-6,9,16H,1-3H2,(H2,15,17)/t9-/m0/s1",FUZYTVDVLBBXDL-VIFPVBQESA-N,C1C[C@@H](C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,,,Selleck Chemicals,S154102,248.710000,,,,,2016-04-04
10317-101-1,10317,AGK2,,LSM-43196,1183107,,,433.04,"InChI=1S/C23H13Cl2N3O2/c24-15-6-8-19(25)18(12-15)22-9-7-16(30-22)11-14(13-26)23(29)28-21-5-1-4-20-17(21)3-2-10-27-20/h1-12H,(H,28,29)",SVENPFFEMUOOGK-UHFFFAOYSA-N,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C(=CC3=CC=C(O3)C4=C(C=CC(=C4)Cl)Cl)C#N,,,Cayman Chemical,0444659-3,434.270000,,,,,2018-03-30
10318-101-1,10318,Resveratrol,,LSM-42917,445154,,,228.08,"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+",LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,,,Haoyuan chemexpress,HY-16561-20121031,228.240000,,,,,2016-05-06
10319-101-1,10319,BIX-01294,,LSM-4571,25150857,,,490.31,"InChI=1S/C28H38N6O2/c1-32-12-7-13-34(17-16-32)28-30-24-19-26(36-3)25(35-2)18-23(24)27(31-28)29-22-10-14-33(15-11-22)20-21-8-5-4-6-9-21/h4-6,8-9,18-19,22H,7,10-17,20H2,1-3H3,(H,29,30,31)",OSXFATOLZGZLSK-UHFFFAOYSA-N,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC,,,Haoyuan chemexpress,HM-254_4-20121109,490.640000,,,,,2016-04-04
10320-101-1,10320,UNC0638,,LSM-6325,46224516,,,509.37,"InChI=1S/C30H47N5O2/c1-22(2)35-17-12-24(13-18-35)31-30-25-20-27(36-3)28(37-19-9-16-34-14-7-8-15-34)21-26(25)32-29(33-30)23-10-5-4-6-11-23/h20-24H,4-19H2,1-3H3,(H,31,32,33)",QOECJCJVIMVJGX-UHFFFAOYSA-N,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,,,Cayman Chemical,0437322-19,509.730000,,,,,2016-04-04
10321-110-1,10321,GSK-J1,,LSM-44939,,,,388.18,"InChI=1S/C22H23N5O2/c28-21(29)8-12-24-19-15-20(26-22(25-19)18-7-3-4-11-23-18)27-13-9-16-5-1-2-6-17(16)10-14-27/h1-7,11,15H,8-10,12-14H2,(H,28,29)(H,24,25,26)/p-1",AVZCPICCWKMZDT-UHFFFAOYSA-M,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CC=CC=N4)NCCC(=O)[O-],,,Cayman Chemical,0443776-3,411.400000,,,,,2018-03-30
10322-110-1,10322,GSK-J2,,LSM-44940,,,,388.18,"InChI=1S/C22H23N5O2/c28-21(29)7-11-24-19-14-20(26-22(25-19)18-6-3-10-23-15-18)27-12-8-16-4-1-2-5-17(16)9-13-27/h1-6,10,14-15H,7-9,11-13H2,(H,28,29)(H,24,25,26)/p-1",LJIFOCRGDDQFJF-UHFFFAOYSA-M,C1CN(CCC2=CC=CC=C21)C3=CC(=NC(=N3)C4=CN=CC=C4)NCCC(=O)[O-],,,Cayman Chemical,0445881-1,412.400000,,,,,2018-03-30
10323-102-1,10323,GSK-J4,,LSM-6328,71729975,,,417.22,"InChI=1S/C24H27N5O2/c1-2-31-23(30)10-14-26-21-17-22(28-24(27-21)20-9-5-6-13-25-20)29-15-11-18-7-3-4-8-19(18)12-16-29/h3-9,13,17H,2,10-12,14-16H2,1H3,(H,26,27,28)",WBKCKEHGXNWYMO-UHFFFAOYSA-N,CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=CC=CC=C3CC2)C4=CC=CC=N4,,,Cayman Chemical,0443616-6,454.000000,,,,,2016-04-04
10324-101-1,10324,Daminozide,,LSM-6329,15331,,,160.08,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(=O)O,,,Haoyuan chemexpress,HY-13643-20130408,160.170000,,,,,2016-04-04
10325-101-1,10325,Methylstat,luo2011_cmpd2,LSM-43292,,,,505.22,"InChI=1S/C28H31N3O6/c1-36-27(33)16-15-26(32)31(35)18-5-4-17-29-19-21-11-13-22(14-12-21)20-37-28(34)30-25-10-6-8-23-7-2-3-9-24(23)25/h2-3,6-16,29,35H,4-5,17-20H2,1H3,(H,30,34)",MUJOCHRZXRZONW-UHFFFAOYSA-N,COC(=O)C=CC(=O)N(CCCCNCC1=CC=C(C=C1)COC(=O)NC2=CC=CC3=CC=CC=C32)O,,,Sigma-Aldrich,052M4604V,505.560000,,,,,2018-03-30
10326-102-1,10326,Tranylcypromine,2-PCPA,LSM-5578,19493,,,133.09,"InChI=1S/C9H11N/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6,10H2/t8-,9+/m0/s1",AELCINSCMGFISI-DTWKUNHWSA-N,C1[C@H]([C@@H]1N)C2=CC=CC=C2,,,Cayman Chemical,0425379-6,169.700000,,,,,2016-04-04
10327-101-1,10327,PFI-1,,LSM-6331,71271629,,,347.09,"InChI=1S/C16H17N3O4S/c1-19-10-11-9-12(7-8-13(11)17-16(19)20)18-24(21,22)15-6-4-3-5-14(15)23-2/h3-9,18H,10H2,1-2H3,(H,17,20)",TXZPMHLMPKIUGK-UHFFFAOYSA-N,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O,,,Cayman Chemical,0442402-7,347.390000,,,,,2016-04-04
10328-101-1,10328,(+)-JQ1,(S)-JQ1,LSM-6332,46907787,,,456.14,"InChI=1S/C23H25ClN4O2S/c1-12-13(2)31-22-19(12)20(15-7-9-16(24)10-8-15)25-17(11-18(29)30-23(4,5)6)21-27-26-14(3)28(21)22/h7-10,17H,11H2,1-6H3/t17-/m0/s1",DNVXATUJJDPFDM-KRWDZBQOSA-N,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,,,Haoyuan chemexpress,HM-149_TM-20130205,456.990000,,,,,2016-04-04
10329-101-1,10329,(-)-JQ1,,LSM-6333,49871818,,,456.14,"InChI=1S/C23H25ClN4O2S/c1-12-13(2)31-22-19(12)20(15-7-9-16(24)10-8-15)25-17(11-18(29)30-23(4,5)6)21-27-26-14(3)28(21)22/h7-10,17H,11H2,1-6H3/t17-/m1/s1",DNVXATUJJDPFDM-QGZVFWFLSA-N,CC1=C(SC2=C1C(=N[C@@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,,,Haoyuan chemexpress,HM-149-20130204A,,,,,,2016-04-04
10330-101-1,10330,I-BET,GSK 525762A,LSM-6334,46943432,,,423.15,"InChI=1S/C22H22ClN5O2/c1-4-24-20(29)12-18-22-27-26-13(2)28(22)19-10-9-16(30-3)11-17(19)21(25-18)14-5-7-15(23)8-6-14/h5-11,18H,4,12H2,1-3H3,(H,24,29)/t18-/m0/s1",AAAQFGUYHFJNHI-SFHVURJKSA-N,CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,,,Haoyuan chemexpress,HM-279_12A-20130322,423.900000,,,,,2016-04-04
10331-101-1,10331,I-BET151,GSK1210151A,LSM-6335,52912189,,,415.16,"InChI=1S/C23H21N5O3/c1-12-21(14(3)31-27-12)16-9-18-15(10-20(16)30-4)22-19(11-25-18)26-23(29)28(22)13(2)17-7-5-6-8-24-17/h5-11,13H,1-4H3,(H,26,29)/t13-/m1/s1",VUVUVNZRUGEAHB-CYBMUJFWSA-N,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC,,,Haoyuan chemexpress,HY-13235-20130409,415.440000,,,,,2016-04-04
10332-101-1,10332,Ischemin,,LSM-6336,,,,335.09,"InChI=1S/C15H17N3O4S/c1-8-4-10(3)15(23(20,21)22)7-12(8)17-18-13-5-9(2)14(19)6-11(13)16/h4-7,17H,16H2,1-3H3,(H,20,21,22)",WGEVKJVUKOELFY-UHFFFAOYSA-N,CC1=CC(=C(C=C1NN=C2C=C(C(=O)C=C2N)C)S(=O)(=O)O)C,,,Calbiochem,D00132912,335.380000,,,,,2016-04-04
10333-101-1,10333,UNC669,,LSM-6337,46931242,,,337.08,"InChI=1S/C15H20BrN3O/c16-13-9-12(10-17-11-13)15(20)19-7-3-14(4-8-19)18-5-1-2-6-18/h9-11,14H,1-8H2",CQERVFFAOOUFEQ-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=CN=C3)Br,,,Calbiochem,D00120374,338.240000,,,,,2016-04-04
10334-101-1,10334,UNC1215,,LSM-6338,57339144,,,529.34,"InChI=1S/C32H43N5O2/c38-31(36-20-12-27(13-21-36)34-16-4-5-17-34)25-10-11-29(30(24-25)33-26-8-2-1-3-9-26)32(39)37-22-14-28(15-23-37)35-18-6-7-19-35/h1-3,8-11,24,27-28,33H,4-7,12-23H2",PQOOIERVZAXHBP-UHFFFAOYSA-N,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,,,Tocris,1A/138273,529.720000,,,,,2016-04-04
10335-101-1,10335,IOX2,,LSM-6339,54685215,,,352.11,"InChI=1S/C19H16N2O5/c22-15(23)10-20-18(25)16-17(24)13-8-4-5-9-14(13)21(19(16)26)11-12-6-2-1-3-7-12/h1-9,24H,10-11H2,(H,20,25)(H,22,23)",CAOSCCRYLYQBES-UHFFFAOYSA-N,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=C(C2=O)C(=O)NCC(=O)O)O,,,Haoyuan chemexpress,HY-15468-20130409,352.340000,,,,,2016-04-04
10336-101-1,10336,Epigallocatechin gallate,EGCG,LSM-5661,65064,,,458.08,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,,,Haoyuan chemexpress,HY-13653-20130101,458.370000,,,,,2016-04-04
10339-101-1,10339,CX-5461,,LSM-6342,25257557,,,513.19,"InChI=1S/C27H27N7O2S/c1-17-14-29-18(15-28-17)16-30-26(36)23-24(35)19-8-9-22(33-11-5-10-32(2)12-13-33)31-25(19)34-20-6-3-4-7-21(20)37-27(23)34/h3-4,6-9,14-15H,5,10-13,16H2,1-2H3,(H,30,36)",XGPBJCHFROADCK-UHFFFAOYSA-N,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C,,,Haoyuan chemexpress,HY-13323-20111215,513.610000,,,,,2016-04-04
