Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Relative Growth Rate After Treatment
50105-3,BT-20,10006-101-1,AZD7762,0.04,uM,LJP6,1,L06,72,hr,1334,4390,3970,1.1055,1.1590
50105-3,BT-20,10006-101-1,AZD7762,0.04,uM,LJP6,2,L06,72,hr,1334,4174,3970,1.0511,1.0770
50105-3,BT-20,10006-101-1,AZD7762,0.04,uM,LJP6,3,L06,72,hr,1334,3724,3970,0.9378,0.9063
50105-3,BT-20,10007-101-1,AZD8055,0.04,uM,LJP6,1,A12,72,hr,1334,2118,3970,0.5334,0.2971
50105-3,BT-20,10007-101-1,AZD8055,0.04,uM,LJP6,2,A12,72,hr,1334,2717,3970,0.6842,0.5244
50105-3,BT-20,10007-101-1,AZD8055,0.04,uM,LJP6,3,A12,72,hr,1334,2267,3970,0.5709,0.3537
50105-3,BT-20,10164-101-1,AZD8330,0.04,uM,LJP5,1,G24,72,hr,1334,2916,3970,0.7343,0.5998
50105-3,BT-20,10164-101-1,AZD8330,0.04,uM,LJP5,2,G24,72,hr,1334,3206,3970,0.8074,0.7099
50105-3,BT-20,10164-101-1,AZD8330,0.04,uM,LJP5,3,G24,72,hr,1334,3080,3970,0.7756,0.6621
50105-3,BT-20,10067-101-1,Barasertib,0.04,uM,LJP5,1,D12,72,hr,1334,3039,3970,0.7653,0.6465
50105-3,BT-20,10067-101-1,Barasertib,0.04,uM,LJP5,2,D12,72,hr,1334,3228,3970,0.8129,0.7182
50105-3,BT-20,10067-101-1,Barasertib,0.04,uM,LJP5,3,D12,72,hr,1334,3767,3970,0.9487,0.9227
50105-3,BT-20,10041-101-1,BI-2536,0.04,uM,LJP6,1,D18,72,hr,1334,683,3970,0.1720,-0.2472
50105-3,BT-20,10041-101-1,BI-2536,0.04,uM,LJP6,2,D18,72,hr,1334,670,3970,0.1687,-0.2521
50105-3,BT-20,10041-101-1,BI-2536,0.04,uM,LJP6,3,D18,72,hr,1334,709,3970,0.1786,-0.2373
50105-3,BT-20,10028-102-1,BMS345541,0.04,uM,LJP6,1,D06,72,hr,1334,4313,3970,1.0861,1.1298
50105-3,BT-20,10028-102-1,BMS345541,0.04,uM,LJP6,2,D06,72,hr,1334,3643,3970,0.9174,0.8756
50105-3,BT-20,10028-102-1,BMS345541,0.04,uM,LJP6,3,D06,72,hr,1334,4123,3970,1.0383,1.0577
50105-3,BT-20,10132-101-1,SNS-032,0.04,uM,LJP6,1,H18,72,hr,1334,3721,3970,0.9371,0.9052
50105-3,BT-20,10132-101-1,SNS-032,0.04,uM,LJP6,2,H18,72,hr,1334,3796,3970,0.9560,0.9337
50105-3,BT-20,10132-101-1,SNS-032,0.04,uM,LJP6,3,H18,72,hr,1334,3825,3970,0.9633,0.9447
50105-3,BT-20,10234-101-1,GDC-0980,0.04,uM,LJP5,1,K24,72,hr,1334,2438,3970,0.6140,0.4185
50105-3,BT-20,10234-101-1,GDC-0980,0.04,uM,LJP5,2,K24,72,hr,1334,2370,3970,0.5968,0.3927
50105-3,BT-20,10234-101-1,GDC-0980,0.04,uM,LJP5,3,K24,72,hr,1334,2402,3970,0.6049,0.4049
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,1,E18,72,hr,1334,3946,3970,0.9937,0.9906
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,2,E18,72,hr,1334,4135,3970,1.0413,1.0622
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,3,E18,72,hr,1334,4326,3970,1.0894,1.1347
50105-3,BT-20,10046-101-1,SB590885,0.04,uM,LJP5,1,L18,72,hr,1334,4182,3970,1.0532,1.0801
50105-3,BT-20,10046-101-1,SB590885,0.04,uM,LJP5,2,L18,72,hr,1334,4116,3970,1.0365,1.0550
50105-3,BT-20,10046-101-1,SB590885,0.04,uM,LJP5,3,L18,72,hr,1334,4414,3970,1.1116,1.1681
50105-3,BT-20,10190-101-1,PIK-93,0.04,uM,LJP5,1,K18,72,hr,1334,4052,3970,1.0204,1.0308
50105-3,BT-20,10190-101-1,PIK-93,0.04,uM,LJP5,2,K18,72,hr,1334,3925,3970,0.9884,0.9826
50105-3,BT-20,10190-101-1,PIK-93,0.04,uM,LJP5,3,K18,72,hr,1334,4424,3970,1.1141,1.1719
50105-3,BT-20,10031-101-1,KIN001-043,0.04,uM,LJP6,1,C12,72,hr,1334,3761,3970,0.9471,0.9204
50105-3,BT-20,10031-101-1,KIN001-043,0.04,uM,LJP6,2,C12,72,hr,1334,3875,3970,0.9759,0.9636
50105-3,BT-20,10031-101-1,KIN001-043,0.04,uM,LJP6,3,C12,72,hr,1334,4000,3970,1.0073,1.0110
50105-3,BT-20,10233-101-1,Alpelisib,0.04,uM,LJP5,1,N06,72,hr,1334,4050,3970,1.0199,1.0300
50105-3,BT-20,10233-101-1,Alpelisib,0.04,uM,LJP5,2,N06,72,hr,1334,4276,3970,1.0768,1.1157
50105-3,BT-20,10233-101-1,Alpelisib,0.04,uM,LJP5,3,N06,72,hr,1334,4053,3970,1.0207,1.0311
50105-3,BT-20,10161-101-1,Luminespib,0.04,uM,LJP5,1,H18,72,hr,1334,987,3970,0.2486,-0.1319
50105-3,BT-20,10161-101-1,Luminespib,0.04,uM,LJP5,2,H18,72,hr,1334,1010,3970,0.2544,-0.1232
50105-3,BT-20,10161-101-1,Luminespib,0.04,uM,LJP5,3,H18,72,hr,1334,944,3970,0.2377,-0.1482
50105-3,BT-20,10045-101-1,A443654,0.04,uM,LJP6,1,I24,72,hr,1334,3068,3970,0.7726,0.6575
50105-3,BT-20,10045-101-1,A443654,0.04,uM,LJP6,2,I24,72,hr,1334,2917,3970,0.7346,0.6002
50105-3,BT-20,10045-101-1,A443654,0.04,uM,LJP6,3,I24,72,hr,1334,3434,3970,0.8648,0.7963
50105-3,BT-20,10063-102-1,OSI-027,0.04,uM,LJP6,1,E12,72,hr,1334,3709,3970,0.9340,0.9007
50105-3,BT-20,10063-102-1,OSI-027,0.04,uM,LJP6,2,E12,72,hr,1334,4298,3970,1.0824,1.1241
50105-3,BT-20,10063-102-1,OSI-027,0.04,uM,LJP6,3,E12,72,hr,1334,4090,3970,1.0300,1.0452
50105-3,BT-20,10087-101-1,XMD11-85h,0.04,uM,LJP6,1,P24,72,hr,1334,3174,3970,0.7993,0.6977
50105-3,BT-20,10087-101-1,XMD11-85h,0.04,uM,LJP6,2,P24,72,hr,1334,3303,3970,0.8318,0.7466
50105-3,BT-20,10087-101-1,XMD11-85h,0.04,uM,LJP6,3,P24,72,hr,1334,3623,3970,0.9124,0.8680
50105-3,BT-20,10017-101-1,HG-6-64-01,0.04,uM,LJP6,1,M06,72,hr,1334,4264,3970,1.0738,1.1112
50105-3,BT-20,10017-101-1,HG-6-64-01,0.04,uM,LJP6,2,M06,72,hr,1334,4471,3970,1.1259,1.1897
50105-3,BT-20,10017-101-1,HG-6-64-01,0.04,uM,LJP6,3,M06,72,hr,1334,4264,3970,1.0738,1.1112
50105-3,BT-20,10039-101-1,WH-4-025,0.04,uM,LJP5,1,O12,72,hr,1334,3941,3970,0.9925,0.9887
50105-3,BT-20,10039-101-1,WH-4-025,0.04,uM,LJP5,2,O12,72,hr,1334,4131,3970,1.0403,1.0607
50105-3,BT-20,10039-101-1,WH-4-025,0.04,uM,LJP5,3,O12,72,hr,1334,3508,3970,0.8834,0.8244
50105-3,BT-20,10082-101-1,WZ-4-145,0.04,uM,LJP6,1,J24,72,hr,1334,3295,3970,0.8298,0.7436
50105-3,BT-20,10082-101-1,WZ-4-145,0.04,uM,LJP6,2,J24,72,hr,1334,3081,3970,0.7759,0.6624
50105-3,BT-20,10082-101-1,WZ-4-145,0.04,uM,LJP6,3,J24,72,hr,1334,3552,3970,0.8945,0.8411
50105-3,BT-20,10091-101-1,XMD16-144,0.04,uM,LJP5,1,M12,72,hr,1334,3750,3970,0.9444,0.9162
50105-3,BT-20,10091-101-1,XMD16-144,0.04,uM,LJP5,2,M12,72,hr,1334,3696,3970,0.9308,0.8957
50105-3,BT-20,10091-101-1,XMD16-144,0.04,uM,LJP5,3,M12,72,hr,1334,4028,3970,1.0144,1.0217
50105-3,BT-20,10177-101-1,Brivanib,0.04,uM,LJP5,1,P18,72,hr,1334,4099,3970,1.0323,1.0486
50105-3,BT-20,10177-101-1,Brivanib,0.04,uM,LJP5,2,P18,72,hr,1334,4016,3970,1.0114,1.0171
50105-3,BT-20,10177-101-1,Brivanib,0.04,uM,LJP5,3,P18,72,hr,1334,3909,3970,0.9844,0.9765
50105-3,BT-20,10147-101-1,Buparlisib,0.04,uM,LJP5,1,H06,72,hr,1334,3947,3970,0.9940,0.9909
50105-3,BT-20,10147-101-1,Buparlisib,0.04,uM,LJP5,2,H06,72,hr,1334,4267,3970,1.0746,1.1123
50105-3,BT-20,10147-101-1,Buparlisib,0.04,uM,LJP5,3,H06,72,hr,1334,4236,3970,1.0668,1.1006
50105-3,BT-20,10055-101-1,BX-912,0.04,uM,LJP5,1,L24,72,hr,1334,3650,3970,0.9192,0.8783
50105-3,BT-20,10055-101-1,BX-912,0.04,uM,LJP5,2,L24,72,hr,1334,3603,3970,0.9074,0.8604
50105-3,BT-20,10055-101-1,BX-912,0.04,uM,LJP5,3,L24,72,hr,1334,3965,3970,0.9985,0.9978
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,1,H12,72,hr,1334,3138,3970,0.7903,0.6841
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,2,H12,72,hr,1334,3769,3970,0.9492,0.9234
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,3,H12,72,hr,1334,3577,3970,0.9008,0.8506
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,1,G12,72,hr,1334,3944,3970,0.9932,0.9898
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,2,G12,72,hr,1334,4087,3970,1.0292,1.0440
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,3,G12,72,hr,1334,4039,3970,1.0171,1.0258
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP5,1,F06,72,hr,1334,3460,3970,0.8713,0.8062
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP5,2,F06,72,hr,1334,3509,3970,0.8837,0.8248
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP5,3,F06,72,hr,1334,3622,3970,0.9121,0.8677
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP6,1,G06,72,hr,1334,810,3970,0.2040,-0.1990
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP6,2,G06,72,hr,1334,774,3970,0.1949,-0.2127
50105-3,BT-20,10025-101-1,CGP60474,0.04,uM,LJP6,3,G06,72,hr,1334,762,3970,0.1919,-0.2172
50105-3,BT-20,10180-101-1,CHIR-99021,0.04,uM,LJP6,1,P18,72,hr,1334,3019,3970,0.7603,0.6389
50105-3,BT-20,10180-101-1,CHIR-99021,0.04,uM,LJP6,2,P18,72,hr,1334,3727,3970,0.9386,0.9075
50105-3,BT-20,10180-101-1,CHIR-99021,0.04,uM,LJP6,3,P18,72,hr,1334,3800,3970,0.9570,0.9352
50105-3,BT-20,10010-101-1,CP724714,0.04,uM,LJP5,1,A12,72,hr,1334,3557,3970,0.8958,0.8430
50105-3,BT-20,10010-101-1,CP724714,0.04,uM,LJP5,2,A12,72,hr,1334,3806,3970,0.9585,0.9374
50105-3,BT-20,10010-101-1,CP724714,0.04,uM,LJP5,3,A12,72,hr,1334,4040,3970,1.0174,1.0262
50105-3,BT-20,10009-101-1,CP466722,0.04,uM,LJP5,1,I12,72,hr,1334,4070,3970,1.0250,1.0376
50105-3,BT-20,10009-101-1,CP466722,0.04,uM,LJP5,2,I12,72,hr,1334,4312,3970,1.0859,1.1294
50105-3,BT-20,10009-101-1,CP466722,0.04,uM,LJP5,3,I12,72,hr,1334,4339,3970,1.0927,1.1396
50105-3,BT-20,10027-101-1,Crizotinib,0.04,uM,LJP5,1,A24,72,hr,1334,3289,3970,0.8283,0.7413
50105-3,BT-20,10027-101-1,Crizotinib,0.04,uM,LJP5,2,A24,72,hr,1334,3166,3970,0.7973,0.6947
50105-3,BT-20,10027-101-1,Crizotinib,0.04,uM,LJP5,3,A24,72,hr,1334,3521,3970,0.8867,0.8293
50105-3,BT-20,10140-101-1,Momelotinib,0.04,uM,LJP5,1,P12,72,hr,1334,4024,3970,1.0134,1.0201
50105-3,BT-20,10140-101-1,Momelotinib,0.04,uM,LJP5,2,P12,72,hr,1334,3908,3970,0.9842,0.9761
50105-3,BT-20,10140-101-1,Momelotinib,0.04,uM,LJP5,3,P12,72,hr,1334,4042,3970,1.0179,1.0270
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP5,1,D06,72,hr,1334,3341,3970,0.8414,0.7611
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP5,2,D06,72,hr,1334,3400,3970,0.8562,0.7834
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP5,3,D06,72,hr,1334,3624,3970,0.9126,0.8684
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP6,1,I06,72,hr,1334,3058,3970,0.7701,0.6537
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP6,2,I06,72,hr,1334,2901,3970,0.7306,0.5942
50105-3,BT-20,10020-101-1,Dasatinib,0.04,uM,LJP6,3,I06,72,hr,1334,2781,3970,0.7003,0.5486
50105-3,BT-20,10127-101-1,Dovitinib,0.04,uM,LJP5,1,E24,72,hr,1334,3107,3970,0.7824,0.6723
50105-3,BT-20,10127-101-1,Dovitinib,0.04,uM,LJP5,2,E24,72,hr,1334,3721,3970,0.9371,0.9052
50105-3,BT-20,10127-101-1,Dovitinib,0.04,uM,LJP5,3,E24,72,hr,1334,3357,3970,0.8454,0.7671
50105-3,BT-20,10069-101-1,Enzastaurin,0.04,uM,LJP5,1,D18,72,hr,1334,3324,3970,0.8371,0.7546
50105-3,BT-20,10069-101-1,Enzastaurin,0.04,uM,LJP5,2,D18,72,hr,1334,3540,3970,0.8915,0.8365
50105-3,BT-20,10069-101-1,Enzastaurin,0.04,uM,LJP5,3,D18,72,hr,1334,4357,3970,1.0972,1.1465
50105-3,BT-20,10097-101-1,Erlotinib,0.04,uM,LJP5,1,M24,72,hr,1334,3675,3970,0.9255,0.8878
50105-3,BT-20,10097-101-1,Erlotinib,0.04,uM,LJP5,2,M24,72,hr,1334,3481,3970,0.8766,0.8142
50105-3,BT-20,10097-101-1,Erlotinib,0.04,uM,LJP5,3,M24,72,hr,1334,3883,3970,0.9779,0.9667
50105-3,BT-20,10157-101-1,Foretinib,0.04,uM,LJP5,1,H12,72,hr,1334,3769,3970,0.9492,0.9234
50105-3,BT-20,10157-101-1,Foretinib,0.04,uM,LJP5,2,H12,72,hr,1334,3928,3970,0.9892,0.9837
50105-3,BT-20,10157-101-1,Foretinib,0.04,uM,LJP5,3,H12,72,hr,1334,4154,3970,1.0461,1.0695
50105-3,BT-20,10040-101-1,R406,0.04,uM,LJP6,1,C18,72,hr,1334,2743,3970,0.6908,0.5342
50105-3,BT-20,10040-101-1,R406,0.04,uM,LJP6,2,C18,72,hr,1334,4175,3970,1.0514,1.0774
50105-3,BT-20,10040-101-1,R406,0.04,uM,LJP6,3,C18,72,hr,1334,4222,3970,1.0632,1.0952
50105-3,BT-20,10047-101-1,Pictilisib,0.04,uM,LJP6,1,D24,72,hr,1334,2477,3970,0.6238,0.4333
50105-3,BT-20,10047-101-1,Pictilisib,0.04,uM,LJP6,2,D24,72,hr,1334,3358,3970,0.8457,0.7675
50105-3,BT-20,10047-101-1,Pictilisib,0.04,uM,LJP6,3,D24,72,hr,1334,3178,3970,0.8003,0.6992
50105-3,BT-20,10098-101-1,Gefitinib,0.04,uM,LJP6,1,N12,72,hr,1334,4119,3970,1.0373,1.0562
50105-3,BT-20,10098-101-1,Gefitinib,0.04,uM,LJP6,2,N12,72,hr,1334,4089,3970,1.0297,1.0448
50105-3,BT-20,10098-101-1,Gefitinib,0.04,uM,LJP6,3,N12,72,hr,1334,4355,3970,1.0967,1.1457
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP5,1,O06,72,hr,1334,1968,3970,0.4956,0.2402
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP5,2,O06,72,hr,1334,1766,3970,0.4447,0.1636
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP5,3,O06,72,hr,1334,1610,3970,0.4055,0.1044
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP6,1,O06,72,hr,1334,1813,3970,0.4566,0.1814
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP6,2,O06,72,hr,1334,2774,3970,0.6986,0.5460
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP6,3,O06,72,hr,1334,1988,3970,0.5006,0.2478
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP5,1,E06,72,hr,1334,4201,3970,1.0579,1.0873
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP5,2,E06,72,hr,1334,4121,3970,1.0378,1.0569
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP5,3,E06,72,hr,1334,4116,3970,1.0365,1.0550
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP6,1,C06,72,hr,1334,3455,3970,0.8701,0.8043
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP6,2,C06,72,hr,1334,4266,3970,1.0743,1.1119
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP6,3,C06,72,hr,1334,3854,3970,0.9706,0.9557
50105-3,BT-20,10134-101-1,GSK1904529A,0.04,uM,LJP6,1,H24,72,hr,1334,3149,3970,0.7930,0.6882
50105-3,BT-20,10134-101-1,GSK1904529A,0.04,uM,LJP6,2,H24,72,hr,1334,3271,3970,0.8237,0.7345
50105-3,BT-20,10134-101-1,GSK1904529A,0.04,uM,LJP6,3,H24,72,hr,1334,3288,3970,0.8280,0.7410
50105-3,BT-20,10146-101-1,Omipalisib,0.04,uM,LJP6,1,N06,72,hr,1334,1212,3970,0.3052,-0.0465
50105-3,BT-20,10146-101-1,Omipalisib,0.04,uM,LJP6,2,N06,72,hr,1334,1167,3970,0.2939,-0.0636
50105-3,BT-20,10146-101-1,Omipalisib,0.04,uM,LJP6,3,N06,72,hr,1334,1159,3970,0.2919,-0.0666
50105-3,BT-20,10128-101-1,GSK 690693,0.04,uM,LJP5,1,F24,72,hr,1334,3208,3970,0.8079,0.7106
50105-3,BT-20,10128-101-1,GSK 690693,0.04,uM,LJP5,2,F24,72,hr,1334,3508,3970,0.8834,0.8244
50105-3,BT-20,10128-101-1,GSK 690693,0.04,uM,LJP5,3,F24,72,hr,1334,3640,3970,0.9167,0.8745
50105-3,BT-20,10014-101-1,GW843682X,0.04,uM,LJP6,1,B18,72,hr,1334,3523,3970,0.8872,0.8301
50105-3,BT-20,10014-101-1,GW843682X,0.04,uM,LJP6,2,B18,72,hr,1334,3785,3970,0.9532,0.9295
50105-3,BT-20,10014-101-1,GW843682X,0.04,uM,LJP6,3,B18,72,hr,1334,3454,3970,0.8698,0.8039
50105-3,BT-20,10015-101-1,HG-5-113-01,0.04,uM,LJP5,1,B12,72,hr,1334,3714,3970,0.9353,0.9026
50105-3,BT-20,10015-101-1,HG-5-113-01,0.04,uM,LJP5,2,B12,72,hr,1334,3806,3970,0.9585,0.9374
50105-3,BT-20,10015-101-1,HG-5-113-01,0.04,uM,LJP5,3,B12,72,hr,1334,3898,3970,0.9816,0.9723
50105-3,BT-20,10016-101-1,HG-5-88-01,0.04,uM,LJP6,1,A24,72,hr,1334,2671,3970,0.6726,0.5069
50105-3,BT-20,10016-101-1,HG-5-88-01,0.04,uM,LJP6,2,A24,72,hr,1334,3126,3970,0.7872,0.6795
50105-3,BT-20,10016-101-1,HG-5-88-01,0.04,uM,LJP6,3,A24,72,hr,1334,3013,3970,0.7588,0.6366
50105-3,BT-20,10023-103-1,Imatinib,0.04,uM,LJP6,1,N18,72,hr,1334,3352,3970,0.8441,0.7652
50105-3,BT-20,10023-103-1,Imatinib,0.04,uM,LJP6,2,N18,72,hr,1334,3825,3970,0.9633,0.9447
50105-3,BT-20,10023-103-1,Imatinib,0.04,uM,LJP6,3,N18,72,hr,1334,4315,3970,1.0867,1.1305
50105-3,BT-20,10100-101-1,JNK-9L,0.04,uM,LJP6,1,K24,72,hr,1334,3715,3970,0.9356,0.9029
50105-3,BT-20,10100-101-1,JNK-9L,0.04,uM,LJP6,2,K24,72,hr,1334,3379,3970,0.8509,0.7755
50105-3,BT-20,10100-101-1,JNK-9L,0.04,uM,LJP6,3,K24,72,hr,1334,3469,3970,0.8736,0.8096
50105-3,BT-20,10019-101-1,JW-7-24-1,0.04,uM,LJP6,1,B24,72,hr,1334,3005,3970,0.7568,0.6336
50105-3,BT-20,10019-101-1,JW-7-24-1,0.04,uM,LJP6,2,B24,72,hr,1334,3360,3970,0.8462,0.7683
50105-3,BT-20,10019-101-1,JW-7-24-1,0.04,uM,LJP6,3,B24,72,hr,1334,3286,3970,0.8275,0.7402
50105-3,BT-20,10051-104-1,Lapatinib,0.04,uM,LJP6,1,M24,72,hr,1334,3605,3970,0.9079,0.8612
50105-3,BT-20,10051-104-1,Lapatinib,0.04,uM,LJP6,2,M24,72,hr,1334,3642,3970,0.9172,0.8752
50105-3,BT-20,10051-104-1,Lapatinib,0.04,uM,LJP6,3,M24,72,hr,1334,3694,3970,0.9303,0.8950
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,1,G06,72,hr,1334,4062,3970,1.0229,1.0346
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,2,G06,72,hr,1334,4039,3970,1.0171,1.0258
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,3,G06,72,hr,1334,4325,3970,1.0892,1.1343
50105-3,BT-20,10182-101-1,Linifanib,0.04,uM,LJP6,1,J12,72,hr,1334,4408,3970,1.1101,1.1658
50105-3,BT-20,10182-101-1,Linifanib,0.04,uM,LJP6,2,J12,72,hr,1334,4170,3970,1.0501,1.0755
50105-3,BT-20,10182-101-1,Linifanib,0.04,uM,LJP6,3,J12,72,hr,1334,3991,3970,1.0051,1.0076
50105-3,BT-20,10135-101-1,Linsitinib,0.04,uM,LJP5,1,O24,72,hr,1334,3575,3970,0.9003,0.8498
50105-3,BT-20,10135-101-1,Linsitinib,0.04,uM,LJP5,2,O24,72,hr,1334,3260,3970,0.8210,0.7303
50105-3,BT-20,10135-101-1,Linsitinib,0.04,uM,LJP5,3,O24,72,hr,1334,3551,3970,0.8943,0.8407
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP5,1,C24,72,hr,1334,1308,3970,0.3294,-0.0101
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP5,2,C24,72,hr,1334,1636,3970,0.4120,0.1143
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP5,3,C24,72,hr,1334,1781,3970,0.4485,0.1693
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP6,1,C24,72,hr,1334,1660,3970,0.4180,0.1234
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP6,2,C24,72,hr,1334,2348,3970,0.5913,0.3844
50105-3,BT-20,10479-102-1,Mitoxantrone,0.04,uM,LJP6,3,C24,72,hr,1334,2673,3970,0.6732,0.5077
50105-3,BT-20,10057-102-1,MK2206,0.04,uM,LJP6,1,F06,72,hr,1334,4191,3970,1.0554,1.0835
50105-3,BT-20,10057-102-1,MK2206,0.04,uM,LJP6,2,F06,72,hr,1334,3775,3970,0.9507,0.9257
50105-3,BT-20,10057-102-1,MK2206,0.04,uM,LJP6,3,F06,72,hr,1334,4259,3970,1.0726,1.1093
50105-3,BT-20,10018-101-1,Neratinib,0.04,uM,LJP5,1,A18,72,hr,1334,2822,3970,0.7107,0.5642
50105-3,BT-20,10018-101-1,Neratinib,0.04,uM,LJP5,2,A18,72,hr,1334,3157,3970,0.7950,0.6913
50105-3,BT-20,10018-101-1,Neratinib,0.04,uM,LJP5,3,A18,72,hr,1334,3326,3970,0.8376,0.7554
50105-3,BT-20,10099-101-1,Nilotinib,0.04,uM,LJP5,1,N18,72,hr,1334,4066,3970,1.0239,1.0361
50105-3,BT-20,10099-101-1,Nilotinib,0.04,uM,LJP5,2,N18,72,hr,1334,4536,3970,1.1423,1.2144
50105-3,BT-20,10099-101-1,Nilotinib,0.04,uM,LJP5,3,N18,72,hr,1334,3703,3970,0.9325,0.8984
50105-3,BT-20,10151-101-1,Nintedanib,0.04,uM,LJP6,1,H06,72,hr,1334,4248,3970,1.0698,1.1051
