Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Time Point (hr),Time Interval (hr),GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,56.36,12.8,Inf,Inf,1.0500,1.0500,0.0000,0.0012
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,58.33,12.8,Inf,Inf,1.0500,1.0500,0.0000,-0.0079
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,60.30,12.8,Inf,Inf,1.0500,1.0500,0.0000,-0.0098
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,62.27,12.8,Inf,Inf,1.0500,1.0500,0.0000,-0.0396
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,64.24,12.8,Inf,Inf,1.0500,1.0500,0.0000,-0.0006
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,66.21,12.8,Inf,Inf,0.7208,0.7208,0.0000,0.0599
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,68.68,11.8,Inf,Inf,0.5890,0.7519,2.5000,0.1166
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,70.65,11.8,Inf,Inf,0.4267,0.6197,0.6734,0.2143
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,72.62,11.8,Inf,Inf,0.1179,0.2602,0.5184,0.2709
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,74.59,11.8,Inf,Inf,-0.2722,-0.3540,0.4280,0.3853
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,76.56,11.8,Inf,Inf,-0.3605,-0.5430,0.4156,0.4223
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,78.53,11.8,Inf,Inf,-0.5687,-0.7801,0.5348,0.5215
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,80.50,11.8,Inf,Inf,-0.7248,-0.9024,0.5606,0.5652
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,82.47,11.8,Inf,Inf,-0.7155,-0.9323,0.4722,0.5723
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,84.44,11.8,Inf,Inf,-0.6603,-0.9436,0.4167,0.5697
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,86.41,11.8,Inf,Inf,-0.5643,-0.9298,0.3611,0.5327
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,88.39,11.8,Inf,Inf,-0.5245,-0.9218,0.3023,0.5225
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,14.50,11.8,0.4949,9.8532,0.0959,-0.7075,0.3145,0.4043
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,16.47,11.8,0.2976,18.1565,0.0567,-0.9754,0.3022,0.4478
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,18.43,11.8,0.3036,12.6517,0.0458,-0.6348,0.3781,0.4299
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,20.40,11.8,0.3216,14.6959,0.0500,-0.8825,0.3178,0.4415
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,22.37,11.8,0.4115,15.4623,0.0244,-1.0000,0.3218,0.4271
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,24.34,11.8,0.5409,14.19,-0.0125,-1.0000,0.3449,0.4043
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,26.31,11.8,0.6274,15.1152,-0.0263,-1.0000,0.3476,0.3868
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,28.28,11.8,0.7954,18.5915,-0.0078,-1.0000,0.3491,0.3618
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,30.24,11.8,1.0071,14.9742,-0.0381,-1.0000,0.4085,0.3298
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,32.22,11.8,1.1811,12.756,-0.0495,-1.0000,0.4626,0.3081
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,34.19,11.8,1.228,11.8316,-0.0560,-1.0000,0.4857,0.3070
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,36.16,11.8,1.1086,14.38,-0.0457,-1.0000,0.4301,0.3274
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,38.13,11.8,1.2309,14.7989,-0.0305,-1.0000,0.4484,0.3159
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,40.10,11.8,1.6021,11.394,-0.0635,-1.0000,0.6554,0.2648
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,42.07,11.8,1.5059,10.9559,-0.0895,-1.0000,0.6771,0.2737
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,44.04,11.8,1.6363,11.3607,-0.0896,-1.0000,0.7451,0.2671
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,46.00,11.8,1.925,11.0714,-0.0764,-1.0000,0.7940,0.2467
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,47.98,11.8,2.0992,7.4506,-0.1158,-0.5961,1.9728,0.1935
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,49.95,11.8,2.5744,6.7152,-0.1544,-0.6110,2.8420,0.1745
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,51.92,11.8,3.0537,6.5874,-0.1653,-0.6311,2.9225,0.1678
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,53.89,11.8,3.6067,4.3874,-0.1243,-0.2741,3.3297,0.1500
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,56.36,12.8,4.4755,5.1499,-0.1439,-0.2471,4.9992,0.1271
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,58.33,12.8,4.7813,6.0034,-0.2173,-0.5391,5.0000,0.1370
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,60.30,12.8,5.1736,6.2528,-0.1534,-0.4901,5.0000,0.1348
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,62.27,12.8,4.3975,5.6665,-0.1761,-0.4952,5.0000,0.1176
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,64.24,12.8,7.076,8.823,-0.3039,-1.0000,5.0000,0.1184
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,66.21,12.8,Inf,Inf,-0.3392,-0.7266,2.5000,0.1746
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,68.68,11.8,Inf,Inf,-0.4111,-0.4111,0.0000,0.2388
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,70.65,11.8,Inf,Inf,-0.4702,-0.7605,2.5000,0.2422
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,72.62,11.8,Inf,Inf,-0.6968,-0.8679,2.5000,0.2828
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,74.59,11.8,Inf,Inf,-0.7935,-0.7935,0.0000,0.3297
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,76.56,11.8,Inf,Inf,-0.7949,-0.9180,2.5000,0.3265
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,78.53,11.8,Inf,Inf,-0.8878,-0.9429,2.5000,0.3438
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,80.50,11.8,Inf,Inf,-0.9137,-0.9137,0.0000,0.3813
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,82.47,11.8,Inf,Inf,-0.9461,-0.9461,0.0000,0.4375
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,84.44,11.8,Inf,Inf,-0.9625,-0.9625,0.0000,0.4367
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,86.41,11.8,Inf,Inf,-0.9407,-0.9407,0.0000,0.4348
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,88.39,11.8,Inf,Inf,-0.9411,-0.9411,0.0000,0.4784
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,14.50,11.8,1.8736,7.8032,0.0786,-0.4739,1.6271,0.2461
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,16.47,11.8,1.6068,6.9325,0.0415,-0.5219,0.9526,0.2668
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,18.43,11.8,1.5522,7.8666,0.0158,-0.6134,0.7772,0.2740
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,20.40,11.8,1.2916,6.3768,-0.0004,-0.5932,0.7629,0.2949
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,22.37,11.8,1.1454,4.6858,-0.0123,-0.5864,0.7803,0.3018
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,24.34,11.8,0.8442,5.271,0.0105,-0.5578,0.8577,0.3466
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,26.31,11.8,0.487,1.8458,-0.0111,-0.3810,0.6094,0.3856
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,28.28,11.8,0.2715,0.4074,-0.0130,-0.1401,0.6673,0.4323
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,30.24,11.8,0.2458,0.2543,0.0105,-0.0114,0.9421,0.4260
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,32.22,11.8,0.2117,0.214,-0.0119,0.0160,1.2520,0.4334
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,34.19,11.8,0.2149,0.2129,-0.0119,0.0212,1.4114,0.4279
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,36.16,11.8,0.2177,0.2256,-0.0071,-0.0152,1.0743,0.4414
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,38.13,11.8,0.2111,0.2347,0.0138,-0.0519,1.0632,0.4553
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,40.10,11.8,0.2385,0.2529,-0.0332,-0.0349,1.2780,0.4395
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,42.07,11.8,0.2085,0.2556,-0.0863,-0.1072,1.1283,0.4606
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,44.04,11.8,0.1899,0.2227,-0.0658,-0.0709,1.0300,0.4543
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,46.00,11.8,0.1489,0.1733,-0.0796,-0.0732,1.1118,0.4814
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,47.98,11.8,0.1702,0.2039,-0.1583,-0.0914,2.9692,0.4899
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,49.95,11.8,0.148,0.2092,-0.1610,-0.1704,2.8308,0.5196
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,51.92,11.8,0.1156,0.1784,-0.2132,-0.1905,2.7864,0.5566
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,53.89,11.8,0.105,0.27,-0.2088,-0.3323,2.6882,0.5777
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,56.36,12.8,0.1038,0.1853,-0.1609,-0.2487,2.7472,0.5857
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,58.33,12.8,0.08,1.0748,-0.1876,-0.5621,2.6279,0.5816
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,60.30,12.8,Inf,Inf,-0.0882,-0.1344,2.5000,0.6136
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,62.27,12.8,Inf,Inf,-0.0470,-0.0653,2.5000,0.5949
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,64.24,12.8,Inf,Inf,-0.1610,-0.2439,2.5000,0.6044
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,66.21,12.8,Inf,Inf,-0.2675,-0.3004,2.4999,0.5759
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,68.68,11.8,Inf,Inf,-0.3486,-0.3917,2.4998,0.6419
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,70.65,11.8,0.374,0.4184,-0.4742,-0.3943,5.0000,0.6342
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,72.62,11.8,Inf,Inf,-0.4368,-0.3631,2.5000,0.6217
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,74.59,11.8,Inf,Inf,-0.4921,-0.3975,2.5000,0.6448
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,76.56,11.8,Inf,Inf,-0.5161,-0.3658,2.5000,0.6176
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,78.53,11.8,0.4167,0.4886,-0.6198,-0.4902,4.5677,0.6156
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,80.50,11.8,0.4604,0.5628,-0.5825,-0.5212,4.2963,0.6204
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,82.47,11.8,Inf,Inf,-0.6109,-0.3921,2.5000,0.5753
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,84.44,11.8,0.5033,0.6125,-0.4705,-0.4504,4.9982,0.5433
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,86.41,11.8,0.5335,0.637,-0.3779,-0.3506,4.9992,0.4835
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,88.39,11.8,0.5141,0.6076,-0.3934,-0.3430,4.9994,0.4871
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,14.50,11.8,0.1014,0.0723,0.1817,0.1723,1.2230,0.3790
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,16.47,11.8,0.0475,0.0399,0.1640,0.1862,2.9328,0.4268
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,18.43,11.8,0.0448,0.0413,0.1418,0.1300,2.9533,0.4580
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,20.40,11.8,0.0393,0.034,0.0651,0.0625,0.9562,0.4912
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,22.37,11.8,0.0309,0.0304,-0.0400,0.0052,0.9627,0.5264
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,24.34,11.8,0.0284,0.0292,-0.0594,0.0081,1.1327,0.5345
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,26.31,11.8,0.0294,0.0356,-0.1394,-0.0698,0.9337,0.5476
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,28.28,11.8,0.0367,0.0686,-0.2186,-0.2457,0.8189,0.5478
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,30.24,11.8,0.0554,0.1098,-0.2672,-0.3266,0.8666,0.5194
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,32.22,11.8,0.0754,0.1236,-0.2609,-0.2950,0.9825,0.4833
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,34.19,11.8,0.0949,0.1275,-0.2058,-0.2119,1.2093,0.4546
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,36.16,11.8,0.1155,0.1569,-0.2429,-0.2540,1.3144,0.4403
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,38.13,11.8,0.149,0.1814,-0.2264,-0.2007,1.6932,0.4015
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,40.10,11.8,0.1666,0.1751,-0.2056,-0.0606,3.0455,0.3506
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,42.07,11.8,0.1778,0.1791,-0.1480,0.0027,4.6136,0.3474
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,44.04,11.8,0.2075,0.2202,-0.1442,-0.0168,3.5213,0.3305
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,46.00,11.8,0.2402,0.2637,-0.1157,-0.0213,3.5611,0.3155
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,47.98,11.8,0.281,0.3385,-0.1719,-0.0939,2.8142,0.3059
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,49.95,11.8,0.304,0.3705,-0.1991,-0.1157,3.0361,0.3028
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,51.92,11.8,0.3001,0.32,-0.2059,-0.0987,3.2843,0.3040
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,53.89,11.8,0.3477,0.381,-0.2664,-0.1387,3.7292,0.2856
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,56.36,12.8,0.3409,0.3863,-0.2782,-0.2034,3.7838,0.2979
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,58.33,12.8,0.3234,0.371,-0.3872,-0.2928,3.9380,0.3253
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,60.30,12.8,0.3735,0.4891,-0.4937,-0.4609,2.3613,0.3388
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,62.27,12.8,0.3897,0.5562,-0.5658,-0.5865,2.1736,0.3542
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,64.24,12.8,0.4495,0.6532,-0.7536,-0.7620,3.3315,0.3860
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,66.21,12.8,0.4418,0.7084,-0.7114,-0.8082,3.1712,0.3995
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,68.68,11.8,0.3083,0.3924,-0.7474,-0.5509,4.1022,0.4356
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,70.65,11.8,0.409,0.8755,-0.7838,-0.9606,2.1901,0.4163
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,72.62,11.8,Inf,Inf,-0.6829,-0.9987,0.4021,0.4642
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,74.59,11.8,Inf,Inf,-0.7181,-0.9989,0.6470,0.4952
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,76.56,11.8,Inf,Inf,-0.6488,-0.9900,0.4587,0.4979
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,78.53,11.8,Inf,Inf,-0.7553,-0.9963,1.0525,0.4438
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,80.50,11.8,Inf,Inf,-0.3030,-0.3030,0.0000,0.4783
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,82.47,11.8,Inf,Inf,-0.2038,-0.2038,0.0000,0.4483
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,84.44,11.8,Inf,Inf,-0.2686,-0.2686,0.0000,0.4519
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,86.41,11.8,Inf,Inf,0.6220,0.6220,0.0000,0.3526
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,88.39,11.8,Inf,Inf,0.8099,0.8099,0.0000,0.3692
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,14.50,11.8,0.1749,0.0968,0.2268,0.3503,2.9383,0.3639
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,16.47,11.8,Inf,Inf,0.1333,0.1764,0.4900,0.4113
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,18.43,11.8,Inf,Inf,0.0844,0.1016,0.4161,0.4274
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,20.40,11.8,Inf,Inf,0.0818,0.0679,0.3009,0.4196
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,22.37,11.8,Inf,Inf,0.0799,0.0010,0.2557,0.3981
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,24.34,11.8,0.3032,1.183,0.0538,-0.0590,0.7314,0.3869
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,26.31,11.8,0.3791,2.4973,0.0580,-0.1371,0.8841,0.3635
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,28.28,11.8,0.4036,8.1899,0.0432,-0.3718,0.5514,0.3797
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,30.24,11.8,0.4493,10.2532,0.0620,-0.3916,0.6457,0.3642
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,32.22,11.8,0.515,8.8974,0.0517,-0.4049,0.6119,0.3518
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,34.19,11.8,0.6129,9.0593,0.0536,-0.4395,0.5605,0.3342
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,36.16,11.8,0.5403,8.1051,0.0970,-0.4551,0.5656,0.3518
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,38.13,11.8,0.4909,0.6089,0.0816,-0.0159,0.6887,0.3527
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,40.10,11.8,0.3048,0.2526,0.0977,0.1916,2.9421,0.3204
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,42.07,11.8,0.3232,0.3135,0.0817,0.1262,2.8482,0.3335
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,44.04,11.8,0.3482,0.3213,0.0675,0.1504,2.8898,0.3203
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,46.00,11.8,0.7045,0.9271,0.0729,-0.0602,0.7924,0.3190
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,47.98,11.8,1.0859,1.434,0.0526,-0.0460,1.0763,0.2691
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,49.95,11.8,1.5871,2.9544,0.1121,-0.1626,2.7729,0.2429
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,51.92,11.8,1.9664,2.097,0.0937,0.1019,3.0700,0.2349
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,53.89,11.8,3.0804,6.8008,0.0928,-0.4511,1.5959,0.2138
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,56.36,12.8,4.6212,2.9453,0.2561,0.2318,2.3448,0.1793
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,58.33,12.8,Inf,2.7842,0.2336,0.2251,3.3390,0.1717
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,60.30,12.8,5.3415,7.9799,0.1640,-0.6574,3.2998,0.1583
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,62.27,12.8,Inf,Inf,0.3703,0.3202,1.2436,0.0891
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,64.24,12.8,Inf,Inf,0.2311,0.2111,2.5000,0.0711
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,66.21,12.8,Inf,Inf,0.3784,0.3627,2.5000,0.0744
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,68.68,11.8,Inf,Inf,0.2001,0.1415,2.5000,0.1170
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,70.65,11.8,Inf,Inf,0.3868,0.2469,2.5000,0.0899
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,72.62,11.8,Inf,Inf,0.1477,0.0937,2.5000,0.1111
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,74.59,11.8,6.2258,8.3106,-0.1752,-0.7583,3.9365,0.1194
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,76.56,11.8,7.1386,8.822,-0.1401,-0.8206,5.0000,0.0720
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,78.53,11.8,6.8,7.9008,-0.2637,-0.6220,5.0000,0.0666
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,80.50,11.8,6.7725,8.2243,-0.3199,-0.8211,5.0000,0.0725
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,82.47,11.8,5.9596,7.8902,-0.2712,-0.8072,3.8956,0.0791
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,84.44,11.8,7.8009,9.9225,-0.0850,-1.0000,5.0000,0.0239
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,86.41,11.8,Inf,Inf,0.2113,-0.0813,2.5000,0.0375
