Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,491,597,7713,0.0504,1,H12,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,491,550,7713,0.0289,1,L08,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,491,417,7713,-0.0403,1,J22,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,491,478,7713,-0.0068,1,L15,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1,491,458,7713,-0.0174,1,E05,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1,491,498,7713,0.0035,1,G04,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,491,348,7713,-0.0830,1,H17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,491,284,7713,-0.1288,1,L17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,491,204,7713,-0.1984,1,C21,2
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,491,304,7713,-0.1137,1,N12,2
50583-4,MCF 10A,10020-101-5,Dasatinib,10,491,234,7713,-0.1702,1,E13,2
50583-4,MCF 10A,10020-101-5,Dasatinib,10,491,218,7713,-0.1849,1,K20,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,491,8804,7713,1.0677,1,I10,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,491,7885,7713,1.0111,1,N17,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,491,7443,7713,0.9821,1,C08,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,491,7783,7713,1.0045,1,N04,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,491,6777,7713,0.9359,1,E03,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,491,7796,7713,1.0054,1,J05,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,491,7154,7713,0.9625,1,C09,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,491,7011,7713,0.9525,1,M12,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,491,6055,7713,0.8818,1,C06,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,491,5936,7713,0.8724,1,K10,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,491,5309,7713,0.8205,1,J16,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,491,5454,7713,0.8329,1,K21,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,491,4408,7713,0.7373,1,H13,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,491,4837,7713,0.7784,1,J10,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,491,3664,7713,0.6583,1,J04,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,491,3201,7713,0.6029,1,N19,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,2288,7713,0.4730,1,E08,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,2284,7713,0.4723,1,E17,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,2576,7713,0.5176,1,J21,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,491,987,7713,0.1921,1,D03,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,491,1241,7713,0.2628,1,D05,2
50583-4,MCF 10A,10250-101-3,Etoposide,1,491,695,7713,0.0913,1,F03,2
50583-4,MCF 10A,10250-101-3,Etoposide,1,491,720,7713,0.1011,1,L21,2
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,491,501,7713,0.0050,1,J12,2
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,491,627,7713,0.0634,1,M10,2
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,491,592,7713,0.0481,1,D17,2
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,491,596,7713,0.0499,1,G08,2
50583-4,MCF 10A,10250-101-3,Etoposide,10,491,604,7713,0.0535,1,J18,2
50583-4,MCF 10A,10250-101-3,Etoposide,10,491,312,7713,-0.1079,1,J20,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,491,7972,7713,1.0167,1,I14,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,491,8088,7713,1.0240,1,L07,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,491,8370,7713,1.0415,1,J13,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,491,7738,7713,1.0016,1,M19,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,491,7599,7713,0.9925,1,J06,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,491,8518,7713,1.0506,1,N09,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,491,8056,7713,1.0220,1,E21,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,491,7485,7713,0.9849,1,G18,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,491,7338,7713,0.9750,1,F04,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,491,6563,7713,0.9203,1,F13,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,491,6167,7713,0.8905,1,K03,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,491,5533,7713,0.8396,1,N03,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,491,6179,7713,0.8914,1,I06,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,491,5635,7713,0.8480,1,M17,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,491,3239,7713,0.6076,1,I13,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,491,3583,7713,0.6490,1,K13,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,1667,7713,0.3601,1,D18,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,1693,7713,0.3654,1,F14,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,2020,7713,0.4275,1,N05,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,491,1627,7713,0.3519,1,N06,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,491,1024,7713,0.2031,1,N20,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,491,442,7713,-0.0262,1,H15,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,491,575,7713,0.0405,1,I20,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,491,415,7713,-0.0415,1,L11,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,491,424,7713,-0.0363,1,L13,2
50583-4,MCF 10A,10018-101-5,Neratinib,1,491,347,7713,-0.0837,1,E14,2
50583-4,MCF 10A,10018-101-5,Neratinib,1,491,258,7713,-0.1496,1,H08,2
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,491,201,7713,-0.2014,1,D13,2
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,491,171,7713,-0.2332,1,L09,2
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,491,7393,7713,0.9788,1,E18,2
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,491,8312,7713,1.0380,1,I16,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,491,8038,7713,1.0209,1,H07,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,491,8374,7713,1.0418,1,I09,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,491,7994,7713,1.0181,1,E06,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,491,7502,7713,0.9861,1,N18,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,491,7566,7713,0.9903,1,F07,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,491,7366,7713,0.9769,1,M05,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,491,7551,7713,0.9893,1,F12,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,491,6858,7713,0.9417,1,G07,2
50583-4,MCF 10A,10102-101-7,Taxol,0.001,491,4859,7713,0.7804,1,C18,2
50583-4,MCF 10A,10102-101-7,Taxol,0.001,491,4716,7713,0.7671,1,D19,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,491,2818,7713,0.5523,1,I22,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,491,2872,7713,0.5597,1,L06,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,1019,7713,0.2017,1,F15,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,998,7713,0.1954,1,G13,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,1039,7713,0.2076,1,M22,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,491,578,7713,0.0419,1,C16,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,491,576,7713,0.0409,1,K11,2
50583-4,MCF 10A,10102-101-7,Taxol,0.01,491,247,7713,-0.1588,1,C13,2
50583-4,MCF 10A,10102-101-7,Taxol,0.01,491,328,7713,-0.0966,1,F05,2
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,491,166,7713,-0.2389,1,D04,2
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,491,163,7713,-0.2424,1,G20,2
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,491,89,7713,-0.3494,1,G05,2
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,491,126,7713,-0.2899,1,M08,2
50583-4,MCF 10A,10102-101-7,Taxol,0.1,491,97,7713,-0.3352,1,C04,2
50583-4,MCF 10A,10102-101-7,Taxol,0.1,491,99,7713,-0.3317,1,D20,2
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,491,109,7713,-0.3154,1,H14,2
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,491,93,7713,-0.3422,1,M21,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,491,7504,7713,0.9862,1,H22,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,491,7492,7713,0.9854,1,M20,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,491,7596,7713,0.9923,1,G11,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,491,7300,7713,0.9725,1,K19,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,491,7787,7713,1.0048,1,M11,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,491,8639,7713,1.0579,1,N14,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,491,7864,7713,1.0098,1,C14,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,491,6203,7713,0.8933,1,F08,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,491,6844,7713,0.9407,1,G19,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,491,7457,7713,0.9831,1,I05,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,491,7857,7713,1.0093,1,D15,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,491,7891,7713,1.0115,1,L10,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,491,5972,7713,0.8753,1,J09,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,491,8090,7713,1.0241,1,N16,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,491,2505,7713,0.5070,1,H20,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,491,2727,7713,0.5395,1,N15,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,491,3259,7713,0.6101,1,K14,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,491,2747,7713,0.5423,1,N07,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,2252,7713,0.4671,1,F21,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,3062,7713,0.5851,1,I17,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,2531,7713,0.5109,1,I18,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,491,1844,7713,0.3951,1,F11,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,491,2645,7713,0.5277,1,J08,2
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,491,1755,7713,0.3779,1,E10,2
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,491,2044,7713,0.4318,1,M09,2
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,491,1392,7713,0.2998,1,C10,2
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,491,1899,7713,0.4055,1,I08,2
50583-4,MCF 10A,10071-101-2,Palbociclib,10,491,1381,7713,0.2972,1,K15,2
50583-4,MCF 10A,10071-101-2,Palbociclib,10,491,1269,7713,0.2699,1,L16,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,6481,7713,0.9143,1,G22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7867,7713,1.0099,1,J19,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7986,7713,1.0176,1,N10,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7538,7713,0.9885,1,N21,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,491,7720,7713,1.0004,1,I12,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,491,7131,7713,0.9609,1,K07,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,491,6701,7713,0.9304,1,C19,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,491,6184,7713,0.8918,1,D12,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,491,5459,7713,0.8333,1,H11,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,491,5795,7713,0.8611,1,M13,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,491,3994,7713,0.6947,1,C03,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,491,4325,7713,0.7290,1,N08,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,2919,7713,0.5661,1,E20,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,2504,7713,0.5068,1,H05,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,3151,7713,0.5965,1,I21,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,491,1909,7713,0.4073,1,I11,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,491,1897,7713,0.4051,1,N13,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,491,1047,7713,0.2099,1,H06,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,491,1109,7713,0.2275,1,M14,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,491,651,7713,0.0735,1,D08,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,491,703,7713,0.0945,1,N22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,491,502,7713,0.0055,1,D07,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,491,538,7713,0.0232,1,L22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,491,474,7713,-0.0089,1,L03,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,491,487,7713,-0.0021,1,L05,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,491,507,7713,0.0080,1,D06,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,491,542,7713,0.0251,1,H10,2
50583-4,MCF 10A,10142-101-4,Trametinib,1,491,549,7713,0.0284,1,E15,2
50583-4,MCF 10A,10142-101-4,Trametinib,1,491,522,7713,0.0155,1,K06,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,491,7632,7713,0.9947,1,C12,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,491,7607,7713,0.9930,1,H03,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,491,8409,7713,1.0439,1,J11,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,491,8123,7713,1.0262,1,J15,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,491,6944,7713,0.9478,1,E16,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,491,7480,7713,0.9846,1,L04,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,491,6911,7713,0.9455,1,G06,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,491,7161,7713,0.9629,1,M18,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,491,6057,7713,0.8819,1,E12,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,491,5012,7713,0.7943,1,F19,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,491,4200,7713,0.7163,1,H21,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,491,4390,7713,0.7355,1,K08,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,491,3488,7713,0.6379,1,L12,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,491,3178,7713,0.6000,1,L20,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1,491,1817,7713,0.3900,1,F20,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1,491,2104,7713,0.4422,1,G21,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,491,1014,7713,0.2002,1,D16,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,491,1148,7713,0.2383,1,G03,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,729,7713,0.1045,1,C15,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,602,7713,0.0526,1,K17,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,564,7713,0.0354,1,L19,2
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,491,463,7713,-0.0147,1,C07,2
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,491,462,7713,-0.0153,1,E07,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,573,7713,0.0396,1,C11,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,444,7713,-0.0251,1,E19,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,441,7713,-0.0267,1,I19,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,517,7713,0.0130,1,K04,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.0033333,491,8086,8031,1.0034,2,J09,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.0033333,491,6774,8031,0.9173,2,M22,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.01,491,8447,8031,1.0252,2,J15,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.01,491,7978,8031,0.9967,2,N11,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.031667,491,7372,8031,0.9580,2,G12,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.031667,491,7118,8031,0.9410,2,M19,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.1,491,6731,8031,0.9143,2,E10,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.1,491,7172,8031,0.9447,2,N14,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.31623,491,6263,8031,0.8804,2,D11,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.31623,491,6261,8031,0.8802,2,M21,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.56234,491,5437,8031,0.8155,2,D07,2
50583-4,MCF 10A,10233-101-4,Alpelisib,0.56234,491,6479,8031,0.8963,2,J20,2
50583-4,MCF 10A,10233-101-4,Alpelisib,1,491,4262,8031,0.7091,2,C16,2
50583-4,MCF 10A,10233-101-4,Alpelisib,1,491,4899,8031,0.7692,2,J19,2
50583-4,MCF 10A,10233-101-4,Alpelisib,1.7783,491,3850,8031,0.6666,2,G08,2
50583-4,MCF 10A,10233-101-4,Alpelisib,1.7783,491,3624,8031,0.6418,2,M04,2
50583-4,MCF 10A,10233-101-4,Alpelisib,3.1623,491,3278,8031,0.6014,2,H12,2
50583-4,MCF 10A,10233-101-4,Alpelisib,3.1623,491,4094,8031,0.6922,2,I14,2
50583-4,MCF 10A,10233-101-4,Alpelisib,5.6234,491,2214,8031,0.4529,2,J07,2
50583-4,MCF 10A,10233-101-4,Alpelisib,5.6234,491,2576,8031,0.5085,2,M10,2
50583-4,MCF 10A,10233-101-4,Alpelisib,10,491,1722,8031,0.3651,2,C21,2
50583-4,MCF 10A,10233-101-4,Alpelisib,10,491,1500,8031,0.3191,2,D19,2
50583-4,MCF 10A,10233-101-4,Alpelisib,10,491,1551,8031,0.3301,2,G20,2
50583-4,MCF 10A,10233-101-4,Alpelisib,10,491,1656,8031,0.3519,2,J10,2
50583-4,MCF 10A,10233-101-4,Alpelisib,10,491,1402,8031,0.2972,2,N07,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0010833,491,7485,8031,0.9654,2,L17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0010833,491,7692,8031,0.9787,2,N15,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0033333,491,7317,8031,0.9543,2,H11,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0033333,491,7248,8031,0.9497,2,K13,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.01,491,6360,8031,0.8876,2,F15,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.01,491,6112,8031,0.8690,2,N08,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.018333,491,5873,8031,0.8506,2,E19,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.018333,491,5773,8031,0.8428,2,I17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.031667,491,6263,8031,0.8804,2,E06,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.031667,491,6336,8031,0.8858,2,I11,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.056667,491,4265,8031,0.7094,2,E17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.056667,491,4957,8031,0.7744,2,J17,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.1,491,2216,8031,0.4532,2,K22,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.1,491,2470,8031,0.4928,2,N04,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.17783,491,925,8031,0.1701,2,C22,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.17783,491,907,8031,0.1644,2,F04,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,491,479,8031,-0.0062,2,H19,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,491,533,8031,0.0205,2,H20,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,491,618,8031,0.0587,2,K06,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,491,398,8031,-0.0508,2,L07,2
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,491,433,8031,-0.0308,2,L09,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1,491,501,8031,0.0050,2,D16,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1,491,422,8031,-0.0369,2,K11,2
