Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
50583-2,MCF 10A,10233-101-4,Alpelisib,10,1606,9795,21547,0.6204,1,F22,1
50583-2,MCF 10A,10233-101-4,Alpelisib,10,1606,10170,21547,0.6367,1,H04,1
50583-2,MCF 10A,10233-101-4,Alpelisib,10,1606,11696,21547,0.6990,1,I04,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0010833,1606,21551,21547,1.0001,1,D09,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0010833,1606,21177,21547,0.9908,1,K18,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0033333,1606,21229,21547,0.9921,1,L18,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0033333,1606,21612,21547,1.0016,1,M15,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.01,1606,20962,21547,0.9854,1,E09,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.01,1606,22062,21547,1.0127,1,J07,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.018333,1606,19061,21547,0.9356,1,C22,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.018333,1606,20965,21547,0.9854,1,G16,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.031667,1606,20076,21547,0.9626,1,I15,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.031667,1606,18306,21547,0.9148,1,M03,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.056667,1606,16594,21547,0.8653,1,D14,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.056667,1606,17525,21547,0.8927,1,E11,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.1,1606,13872,21547,0.7781,1,D10,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.1,1606,13644,21547,0.7703,1,M06,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.17783,1606,10138,21547,0.6353,1,E22,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.17783,1606,9679,21547,0.6152,1,G15,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,1606,9062,21547,0.5871,1,G09,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,1606,9593,21547,0.6114,1,H12,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,1606,9145,21547,0.5909,1,L08,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.56234,1606,7800,21547,0.5248,1,J22,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.56234,1606,7842,21547,0.5270,1,L15,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1.7783,1606,5440,21547,0.3849,1,H17,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1.7783,1606,6080,21547,0.4266,1,L17,1
50583-2,MCF 10A,10020-101-5,Dasatinib,3.1623,1606,3280,21547,0.2099,1,C21,1
50583-2,MCF 10A,10020-101-5,Dasatinib,3.1623,1606,3350,21547,0.2167,1,N12,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1,1606,8282,21547,0.5494,1,E05,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1,1606,7090,21547,0.4864,1,G04,1
50583-2,MCF 10A,10020-101-5,Dasatinib,10,1606,2098,21547,0.0738,1,E13,1
50583-2,MCF 10A,10020-101-5,Dasatinib,10,1606,2034,21547,0.0650,1,K20,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0010833,1606,21317,21547,0.9943,1,I10,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0010833,1606,20769,21547,0.9805,1,N17,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0033333,1606,21382,21547,0.9959,1,C08,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0033333,1606,21248,21547,0.9926,1,N04,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.01,1606,20389,21547,0.9707,1,E03,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.01,1606,21524,21547,0.9994,1,J05,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.018333,1606,20880,21547,0.9833,1,C09,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.018333,1606,20568,21547,0.9753,1,M12,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.031667,1606,19380,21547,0.9442,1,C06,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.031667,1606,19325,21547,0.9427,1,K10,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.056667,1606,18334,21547,0.9156,1,J16,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.056667,1606,17196,21547,0.8831,1,K21,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.1,1606,14362,21547,0.7947,1,H13,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.1,1606,15440,21547,0.8297,1,J10,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.17783,1606,11192,21547,0.6791,1,J04,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.17783,1606,10497,21547,0.6506,1,N19,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,1606,8089,21547,0.5396,1,E08,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,1606,7819,21547,0.5258,1,E17,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,1606,8902,21547,0.5795,1,J21,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.56234,1606,4117,21547,0.2856,1,D03,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.56234,1606,4331,21547,0.3031,1,D05,1
50583-2,MCF 10A,10250-101-3,Etoposide,1.7783,1606,1606,21547,-0.0001,1,J12,1
50583-2,MCF 10A,10250-101-3,Etoposide,1.7783,1606,1645,21547,0.0063,1,M10,1
50583-2,MCF 10A,10250-101-3,Etoposide,3.1623,1606,1619,21547,0.0020,1,D17,1
50583-2,MCF 10A,10250-101-3,Etoposide,3.1623,1606,1543,21547,-0.0108,1,G08,1
50583-2,MCF 10A,10250-101-3,Etoposide,1,1606,2216,21547,0.0896,1,F03,1
50583-2,MCF 10A,10250-101-3,Etoposide,1,1606,2353,21547,0.1072,1,L21,1
50583-2,MCF 10A,10250-101-3,Etoposide,10,1606,1629,21547,0.0037,1,J18,1
50583-2,MCF 10A,10250-101-3,Etoposide,10,1606,1540,21547,-0.0113,1,J20,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.00043333,1606,22024,21547,1.0117,1,I14,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.00043333,1606,21281,21547,0.9934,1,L07,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0013333,1606,21804,21547,1.0063,1,J13,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0013333,1606,21118,21547,0.9893,1,M19,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0033333,1606,22130,21547,1.0143,1,J06,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0033333,1606,20910,21547,0.9840,1,N09,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0053333,1606,21044,21547,0.9874,1,E21,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0053333,1606,21536,21547,0.9997,1,G18,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.01,1606,21246,21547,0.9925,1,F04,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.01,1606,21264,21547,0.9930,1,F13,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.018,1606,21579,21547,1.0008,1,K03,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.018,1606,20952,21547,0.9851,1,N03,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.031623,1606,21778,21547,1.0057,1,I06,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.031623,1606,20872,21547,0.9831,1,M17,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.056234,1606,17603,21547,0.8949,1,I13,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.056234,1606,18566,21547,0.9220,1,K13,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,1606,12013,21547,0.7111,1,D18,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,1606,12081,21547,0.7137,1,F14,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,1606,11608,21547,0.6955,1,N05,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.17783,1606,9117,21547,0.5896,1,N06,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.17783,1606,9058,21547,0.5869,1,N20,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.31623,1606,4104,21547,0.2845,1,H15,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.31623,1606,5303,21547,0.3755,1,I20,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.56234,1606,2625,21547,0.1400,1,L11,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.56234,1606,2525,21547,0.1283,1,L13,1
50583-2,MCF 10A,10018-101-5,Neratinib,3.1623,1606,1972,21547,0.0562,1,D13,1
50583-2,MCF 10A,10018-101-5,Neratinib,3.1623,1606,1608,21547,0.0002,1,L09,1
50583-2,MCF 10A,10018-101-5,Neratinib,1,1606,2387,21547,0.1115,1,E14,1
50583-2,MCF 10A,10018-101-5,Neratinib,1,1606,2215,21547,0.0895,1,H08,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0010833,1606,21438,21547,0.9973,1,H22,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0010833,1606,20557,21547,0.9750,1,M20,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0033333,1606,21381,21547,0.9959,1,G11,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0033333,1606,20930,21547,0.9845,1,K19,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.01,1606,20948,21547,0.9850,1,M11,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.01,1606,20468,21547,0.9728,1,N14,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.031667,1606,18963,21547,0.9329,1,C14,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.031667,1606,20339,21547,0.9694,1,F08,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.056667,1606,20047,21547,0.9618,1,G19,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.056667,1606,20035,21547,0.9615,1,I05,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.1,1606,17720,21547,0.8983,1,D15,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.1,1606,18869,21547,0.9304,1,L10,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.17783,1606,17778,21547,0.8999,1,J09,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.17783,1606,19010,21547,0.9342,1,N16,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.31623,1606,8436,21547,0.5570,1,H20,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.31623,1606,10152,21547,0.6359,1,N15,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.56234,1606,10003,21547,0.6295,1,K14,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.56234,1606,9734,21547,0.6177,1,N07,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1.7783,1606,6221,21547,0.4354,1,F11,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1.7783,1606,7562,21547,0.5122,1,J08,1
50583-2,MCF 10A,10071-101-2,Palbociclib,3.1623,1606,5034,21547,0.3565,1,E10,1
50583-2,MCF 10A,10071-101-2,Palbociclib,3.1623,1606,5122,21547,0.3628,1,M09,1
50583-2,MCF 10A,10071-101-2,Palbociclib,5.6234,1606,4519,21547,0.3180,1,C10,1
50583-2,MCF 10A,10071-101-2,Palbociclib,5.6234,1606,4354,21547,0.3050,1,I08,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1,1606,8482,21547,0.5593,1,F21,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1,1606,8252,21547,0.5479,1,I17,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1,1606,9166,21547,0.5919,1,I18,1
50583-2,MCF 10A,10071-101-2,Palbociclib,10,1606,3362,21547,0.2179,1,K15,1
50583-2,MCF 10A,10071-101-2,Palbociclib,10,1606,3635,21547,0.2436,1,L16,1
50583-2,MCF 10A,10102-101-7,Taxol,4.3333e-05,1606,21427,21547,0.9970,1,E18,1
50583-2,MCF 10A,10102-101-7,Taxol,4.3333e-05,1606,22082,21547,1.0131,1,I16,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00013333,1606,21834,21547,1.0071,1,H07,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00013333,1606,22540,21547,1.0242,1,I09,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0002,1606,22093,21547,1.0134,1,E06,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0002,1606,21929,21547,1.0094,1,N18,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00033333,1606,21225,21547,0.9920,1,F07,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00033333,1606,21691,21547,1.0036,1,M05,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00053333,1606,21868,21547,1.0079,1,F12,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00053333,1606,21337,21547,0.9948,1,G07,1
50583-2,MCF 10A,10102-101-7,Taxol,0.001,1606,16322,21547,0.8571,1,C18,1
50583-2,MCF 10A,10102-101-7,Taxol,0.001,1606,16621,21547,0.8661,1,D19,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0018,1606,13159,21547,0.7533,1,I22,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0018,1606,11704,21547,0.6993,1,L06,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,1606,4444,21547,0.3121,1,F15,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,1606,4108,21547,0.2848,1,G13,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,1606,4600,21547,0.3242,1,M22,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0056234,1606,2148,21547,0.0806,1,C16,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0056234,1606,2481,21547,0.1230,1,K11,1
50583-2,MCF 10A,10102-101-7,Taxol,0.01,1606,1428,21547,-0.0310,1,C13,1
50583-2,MCF 10A,10102-101-7,Taxol,0.01,1606,1456,21547,-0.0260,1,F05,1
50583-2,MCF 10A,10102-101-7,Taxol,0.017783,1606,1035,21547,-0.1108,1,D04,1
50583-2,MCF 10A,10102-101-7,Taxol,0.017783,1606,1361,21547,-0.0434,1,G20,1
50583-2,MCF 10A,10102-101-7,Taxol,0.031623,1606,922,21547,-0.1378,1,G05,1
50583-2,MCF 10A,10102-101-7,Taxol,0.031623,1606,917,21547,-0.1391,1,M08,1
50583-2,MCF 10A,10102-101-7,Taxol,0.1,1606,731,21547,-0.1897,1,C04,1
50583-2,MCF 10A,10102-101-7,Taxol,0.1,1606,788,21547,-0.1732,1,D20,1
50583-2,MCF 10A,10102-101-7,Taxol,0.31623,1606,808,21547,-0.1677,1,H14,1
50583-2,MCF 10A,10102-101-7,Taxol,0.31623,1606,779,21547,-0.1758,1,M21,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1606,22041,21547,1.0121,1,G22,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1606,22126,21547,1.0142,1,J19,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1606,22498,21547,1.0232,1,N10,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1606,21196,21547,0.9913,1,N21,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00033333,1606,23026,21547,1.0358,1,I12,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00033333,1606,22075,21547,1.0130,1,K07,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00066667,1606,21173,21547,0.9907,1,C19,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00066667,1606,21521,21547,0.9994,1,D12,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.001,1606,21107,21547,0.9890,1,H11,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.001,1606,21515,21547,0.9992,1,M13,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0016667,1606,19040,21547,0.9350,1,C03,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0016667,1606,19545,21547,0.9486,1,N08,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,1606,15266,21547,0.8242,1,E20,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,1606,15028,21547,0.8166,1,H05,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,1606,16706,21547,0.8686,1,I21,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0056667,1606,10945,21547,0.6691,1,I11,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0056667,1606,10608,21547,0.6552,1,N13,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.01,1606,6897,21547,0.4755,1,H06,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.01,1606,7530,21547,0.5105,1,M14,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.017783,1606,4880,21547,0.3453,1,D08,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.017783,1606,4650,21547,0.3281,1,N22,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.031623,1606,4171,21547,0.2901,1,D07,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.031623,1606,3883,21547,0.2657,1,L22,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.1,1606,3322,21547,0.2140,1,L03,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.1,1606,3519,21547,0.2328,1,L05,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.31623,1606,3846,21547,0.2624,1,D06,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.31623,1606,3592,21547,0.2396,1,H10,1
50583-2,MCF 10A,10142-101-4,Trametinib,1,1606,3491,21547,0.2302,1,E15,1
50583-2,MCF 10A,10142-101-4,Trametinib,1,1606,3295,21547,0.2114,1,K06,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.0033333,1606,20608,21547,0.9763,1,C12,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.0033333,1606,21433,21547,0.9972,1,H03,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.01,1606,22262,21547,1.0175,1,J11,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.01,1606,21626,21547,1.0020,1,J15,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.031667,1606,21219,21547,0.9918,1,E16,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.031667,1606,21084,21547,0.9884,1,L04,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.1,1606,20389,21547,0.9707,1,G06,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.1,1606,19934,21547,0.9589,1,M18,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.17783,1606,19048,21547,0.9352,1,E12,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.17783,1606,18599,21547,0.9230,1,F19,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.31623,1606,17291,21547,0.8859,1,H21,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.31623,1606,16094,21547,0.8501,1,K08,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.56234,1606,12499,21547,0.7293,1,L12,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.56234,1606,11931,21547,0.7080,1,L20,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1.7783,1606,4968,21547,0.3517,1,D16,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1.7783,1606,4881,21547,0.3454,1,G03,1
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,1606,2710,21547,0.1498,1,C15,1
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,1606,2697,21547,0.1483,1,K17,1
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,1606,2276,21547,0.0974,1,L19,1
50583-2,MCF 10A,10282-101-4,Vorinostat,5.6234,1606,1759,21547,0.0245,1,C07,1
50583-2,MCF 10A,10282-101-4,Vorinostat,5.6234,1606,1788,21547,0.0289,1,E07,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1,1606,8974,21547,0.5829,1,F20,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1,1606,8555,21547,0.5628,1,G21,1
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1606,1812,21547,0.0326,1,C11,1
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1606,1662,21547,0.0091,1,E19,1
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1606,1772,21547,0.0265,1,I19,1
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1606,1591,21547,-0.0026,1,K04,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.0033333,1044,19067,19064,1.0001,1,H18,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.0033333,1044,18106,19064,0.9755,1,M07,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.01,1044,19103,19064,1.0010,1,H19,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.01,1044,19627,19064,1.0139,1,J03,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.031667,1044,19103,19064,1.0010,1,D11,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.031667,1044,19041,19064,0.9994,1,K22,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.1,1044,17954,19064,0.9716,1,F06,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.1,1044,17768,19064,0.9667,1,M16,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.31623,1044,17361,19064,0.9558,1,I07,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.31623,1044,16642,19064,0.9362,1,N11,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.56234,1044,16301,19064,0.9267,1,L14,1
50583-4,MCF 10A,10233-101-4,Alpelisib,0.56234,1044,16059,19064,0.9198,1,M04,1
50583-4,MCF 10A,10233-101-4,Alpelisib,1.7783,1044,14111,19064,0.8615,1,F10,1
50583-4,MCF 10A,10233-101-4,Alpelisib,1.7783,1044,12888,19064,0.8216,1,G17,1
50583-4,MCF 10A,10233-101-4,Alpelisib,3.1623,1044,12154,19064,0.7963,1,G10,1
50583-4,MCF 10A,10233-101-4,Alpelisib,3.1623,1044,11982,19064,0.7902,1,K12,1
50583-4,MCF 10A,10233-101-4,Alpelisib,5.6234,1044,8834,19064,0.6646,1,H16,1
50583-4,MCF 10A,10233-101-4,Alpelisib,5.6234,1044,10210,19064,0.7231,1,J14,1
50583-4,MCF 10A,10233-101-4,Alpelisib,1,1044,15787,19064,0.9120,1,I03,1
50583-4,MCF 10A,10233-101-4,Alpelisib,1,1044,15384,19064,0.9002,1,J17,1
50583-4,MCF 10A,10233-101-4,Alpelisib,10,1044,8212,19064,0.6359,1,C05,1
50583-4,MCF 10A,10233-101-4,Alpelisib,10,1044,6929,19064,0.5709,1,C20,1
50583-4,MCF 10A,10233-101-4,Alpelisib,10,1044,6133,19064,0.5258,1,F22,1
50583-4,MCF 10A,10233-101-4,Alpelisib,10,1044,6005,19064,0.5181,1,H04,1
50583-4,MCF 10A,10233-101-4,Alpelisib,10,1044,7409,19064,0.5962,1,I04,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0010833,1044,17514,19064,0.9599,1,D09,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0010833,1044,18552,19064,0.9871,1,K18,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0033333,1044,16989,19064,0.9458,1,L18,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.0033333,1044,17091,19064,0.9485,1,M15,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.01,1044,16190,19064,0.9235,1,E09,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.01,1044,16861,19064,0.9422,1,J07,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.018333,1044,15046,19064,0.8902,1,C22,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.018333,1044,14183,19064,0.8637,1,G16,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.031667,1044,14999,19064,0.8888,1,I15,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.031667,1044,13495,19064,0.8417,1,M03,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.056667,1044,11953,19064,0.7892,1,D14,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.056667,1044,12132,19064,0.7955,1,E11,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.1,1044,9244,19064,0.6827,1,D10,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.1,1044,8393,19064,0.6444,1,M06,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.17783,1044,5482,19064,0.4855,1,E22,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.17783,1044,4892,19064,0.4457,1,G15,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,1044,4056,19064,0.3824,1,G09,1
