Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Time Point (hr),Time Interval (hr),GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,54.14,13.3,Inf,12.3614,0.7650,-0.1089,1.4676,0.0227
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,56.36,13.3,Inf,12.6838,0.7979,-0.0976,1.4912,0.0136
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,58.58,13.3,Inf,14.2616,0.7902,-0.1257,1.4055,0.0230
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,60.80,13.3,Inf,Inf,0.7722,0.8272,1.1247,0.0073
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,63.02,13.3,Inf,Inf,0.8310,0.8049,0.7013,0.0213
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,65.24,13.3,Inf,Inf,0.7691,0.8264,2.5000,0.0249
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,67.47,13.3,Inf,Inf,0.8446,0.8821,2.5000,0.0200
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,69.71,13.4,Inf,Inf,0.8659,0.8659,0.0000,0.0193
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,71.94,13.4,Inf,Inf,0.9804,0.9804,0.0000,-0.0105
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,74.16,13.4,Inf,Inf,1.0285,1.0285,0.0000,-0.0023
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,76.38,13.4,Inf,Inf,0.9533,0.9533,0.0000,-0.0076
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,78.60,13.4,Inf,Inf,1.0500,1.0500,0.0000,-0.0077
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,80.82,13.4,Inf,Inf,0.9804,0.9804,0.0000,-0.0023
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,15.91,13.5,0.3062,0.1466,0.1432,0.2293,0.8331,0.3528
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,16.73,13.3,0.2398,0.1356,0.1161,0.2329,1.0987,0.3477
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,18.59,13.3,0.1649,0.1073,0.0926,0.2004,1.1913,0.3926
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,20.81,13.3,0.1678,0.1291,0.0159,0.1178,1.0222,0.4177
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,23.04,13.3,0.2224,0.205,-0.0118,0.0328,0.8163,0.4098
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,25.25,13.3,0.313,0.4332,-0.0328,-0.1134,0.6523,0.3950
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,27.48,13.3,0.3676,0.6715,-0.0294,-0.2072,0.5849,0.3882
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,29.70,13.3,0.4516,1.1873,-0.0290,-0.3307,0.5282,0.3756
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,31.92,13.3,0.473,2.4894,-0.0595,-0.5851,0.4682,0.3814
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,34.14,13.3,0.5075,2.7807,-0.0344,-0.6161,0.4727,0.3748
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,36.36,13.3,0.5258,2.9059,-0.0324,-0.6249,0.4713,0.3740
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,38.59,13.3,0.5386,3.3837,-0.0418,-0.7129,0.4750,0.3711
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,40.81,13.3,0.6387,3.8735,-0.0618,-0.7504,0.4977,0.3511
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,43.03,13.3,0.7522,3.8263,-0.0651,-0.7385,0.5434,0.3324
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,45.25,13.3,1.0589,4.5149,-0.0802,-0.7836,0.6356,0.2946
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,47.47,13.3,1.2344,5.6634,-0.1100,-0.9056,0.6840,0.2827
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,49.69,13.3,1.5612,5.8184,-0.1606,-0.9355,0.8455,0.2645
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,51.92,13.3,1.7473,4.2745,-0.1576,-0.6600,1.3427,0.2569
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,54.14,13.3,1.8804,4.0904,-0.1842,-0.6345,1.9899,0.2646
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,56.36,13.3,2.0599,2.5902,-0.1942,-0.2943,2.4725,0.2544
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,58.58,13.3,2.2428,2.6437,-0.2202,-0.2823,3.2537,0.2503
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,60.80,13.3,2.6142,2.8457,-0.2483,-0.2665,5.0000,0.2204
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,63.02,13.3,2.5721,2.791,-0.2366,-0.2566,5.0000,0.2329
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,65.24,13.3,2.6262,2.9014,-0.3088,-0.3272,5.0000,0.2266
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,67.47,13.3,2.6267,2.9115,-0.3174,-0.3370,5.0000,0.2139
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,69.71,13.4,2.5863,2.9033,-0.3708,-0.3922,5.0000,0.2048
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,71.94,13.4,2.6626,3.0476,-0.4700,-0.4838,5.0000,0.1943
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,74.16,13.4,2.6047,3.0088,-0.5134,-0.5296,5.0000,0.2140
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,76.38,13.4,2.6411,3.1142,-0.6260,-0.6410,5.0000,0.2153
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,78.60,13.4,2.6077,3.0672,-0.6115,-0.6256,5.0000,0.2331
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,80.82,13.4,2.6268,3.1186,-0.6670,-0.6812,5.0000,0.2539
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,15.91,13.5,0.4653,0.5125,-0.0077,-0.0631,1.2303,0.3605
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,16.73,13.3,0.56,0.6179,-0.0203,-0.0675,1.2871,0.3359
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,18.59,13.3,0.4472,0.5118,-0.0195,-0.0809,1.1143,0.3622
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,20.81,13.3,0.4019,0.4581,-0.0197,-0.0737,1.0552,0.3661
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,23.04,13.3,0.3745,0.3923,0.0069,-0.0274,1.1560,0.3700
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,25.25,13.3,0.3754,0.3873,-0.0229,-0.0209,1.3191,0.3639
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,27.48,13.3,0.3413,0.3499,-0.0200,-0.0171,1.3558,0.3726
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,29.70,13.3,0.3275,0.3393,-0.0061,-0.0248,1.3510,0.3816
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,31.92,13.3,0.316,0.3257,0.0051,-0.0205,1.3315,0.3831
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,34.14,13.3,0.3061,0.3153,-0.0359,-0.0212,1.3752,0.3910
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,36.36,13.3,0.2969,0.3117,-0.0204,-0.0336,1.3320,0.3941
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,38.59,13.3,0.2753,0.2877,-0.0127,-0.0305,1.3445,0.4076
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,40.81,13.3,0.2925,0.3059,-0.0281,-0.0337,1.4528,0.4006
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,43.03,13.3,0.3068,0.3252,-0.0297,-0.0422,1.3917,0.3968
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,45.25,13.3,0.3409,0.3531,-0.0447,-0.0288,1.5973,0.3781
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,47.47,13.3,0.3524,0.3666,-0.0480,-0.0310,1.5731,0.3820
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,49.69,13.3,0.3623,0.3866,-0.0876,-0.0529,1.5251,0.3843
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,51.92,13.3,0.3778,0.4154,-0.0733,-0.0711,1.3931,0.3799
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,54.14,13.3,0.359,0.3734,-0.0172,-0.0276,1.4319,0.3826
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,56.36,13.3,0.3542,0.3472,-0.0096,0.0162,1.7706,0.3758
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,58.58,13.3,0.3473,0.3426,0.0137,0.0129,1.9918,0.3751
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,60.80,13.3,0.3928,0.3854,-0.0303,0.0119,2.0442,0.3554
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,63.02,13.3,0.4032,0.4185,-0.0977,-0.0339,2.2677,0.3679
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,65.24,13.3,0.4362,0.4435,-0.0514,-0.0090,3.4977,0.3579
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,67.47,13.3,0.4785,0.4894,-0.0855,-0.0237,3.4838,0.3477
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,69.71,13.4,0.5077,0.5252,-0.1330,-0.0302,3.4199,0.3350
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,71.94,13.4,0.541,0.5582,-0.0714,-0.0338,3.5133,0.3384
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,74.16,13.4,0.4975,0.5185,-0.1472,-0.0736,3.8402,0.3713
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,76.38,13.4,0.4846,0.465,-0.0425,0.0666,4.0059,0.3424
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,78.60,13.4,0.4984,0.5033,-0.1109,-0.0202,3.8858,0.3607
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,80.82,13.4,0.4706,0.4799,-0.2090,-0.0541,4.9985,0.3977
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,15.91,13.5,0.0344,0.0274,0.1224,0.1444,1.4878,0.4548
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,16.73,13.3,0.0359,0.03,0.1415,0.1416,1.8404,0.4507
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,18.59,13.3,0.0297,0.0273,0.0756,0.0682,1.7219,0.4978
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,20.81,13.3,0.0279,0.0275,0.0316,0.0136,1.8649,0.5263
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,23.04,13.3,0.0319,0.033,-0.0397,-0.0347,1.9183,0.5310
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,25.25,13.3,0.0402,0.0424,-0.0254,-0.0486,1.8311,0.5029
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,27.48,13.3,0.0548,0.0589,-0.0557,-0.0726,1.9015,0.4791
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,29.70,13.3,0.0674,0.0723,-0.0647,-0.0694,1.8850,0.4526
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,31.92,13.3,0.0841,0.0879,-0.0517,-0.0471,2.0558,0.4275
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,34.14,13.3,0.1196,0.1341,-0.1261,-0.1217,1.9993,0.4045
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,36.36,13.3,0.1326,0.1409,-0.0797,-0.0655,2.2307,0.3808
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,38.59,13.3,0.1536,0.1647,-0.1192,-0.0771,2.0651,0.3680
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,40.81,13.3,0.1858,0.193,-0.1015,-0.0501,2.5185,0.3352
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,43.03,13.3,0.2157,0.2249,-0.1300,-0.0547,2.6889,0.3076
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,45.25,13.3,0.2344,0.2372,-0.1712,-0.0290,4.7746,0.2829
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,47.47,13.3,0.2624,0.2623,-0.0860,-0.0002,4.4904,0.2689
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,49.69,13.3,0.2554,0.259,-0.1281,-0.0292,4.0237,0.2766
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,51.92,13.3,0.2723,0.2778,-0.1512,-0.0524,5.0000,0.2690
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,54.14,13.3,0.2668,0.2739,-0.2193,-0.0720,5.0000,0.2803
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,56.36,13.3,0.2871,0.2961,-0.1936,-0.0838,5.0000,0.2660
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,58.58,13.3,0.2979,0.3171,-0.2579,-0.1382,3.9404,0.2783
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,60.80,13.3,0.3174,0.3533,-0.2819,-0.1475,3.3545,0.2609
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,63.02,13.3,0.3984,0.4406,-0.2414,-0.1879,3.6088,0.2528
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,65.24,13.3,0.4103,0.49,-0.3186,-0.2875,3.4867,0.2705
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,67.47,13.3,0.5412,0.5856,-0.2595,-0.1969,3.8839,0.2374
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,69.71,13.4,0.5895,0.6414,-0.3513,-0.2624,5.0000,0.2420
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,71.94,13.4,0.8657,0.9895,-0.3008,-0.3025,4.0105,0.1919
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,74.16,13.4,1.0683,1.3539,-0.4211,-0.7255,3.7652,0.1930
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,76.38,13.4,1.1623,1.4074,-0.3862,-0.4851,3.9610,0.2050
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,78.60,13.4,1.6879,2.4766,-0.2708,-1.0000,3.5041,0.1709
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,80.82,13.4,2.3453,2.9216,-0.1941,-0.9999,5.0000,0.1566
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,15.91,13.5,0.045,0.0365,0.1252,0.0905,0.9568,0.5703
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,16.73,13.3,0.0533,0.0647,0.0467,-0.0559,0.5491,0.5897
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,18.59,13.3,0.0539,0.0586,0.0305,-0.0240,0.8136,0.5912
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,20.81,13.3,0.0818,0.0973,0.0125,-0.0498,0.9548,0.5611
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,23.04,13.3,0.1204,0.1276,-0.0121,-0.0170,1.1476,0.5097
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,25.25,13.3,0.1666,0.1855,-0.0335,-0.0382,1.0133,0.4711
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,27.48,13.3,0.2351,0.2704,-0.0078,-0.0528,0.9324,0.4327
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,29.70,13.3,0.3052,0.4586,-0.0113,-0.1395,0.8212,0.4077
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,31.92,13.3,0.373,0.8413,-0.0169,-0.2786,0.6708,0.3931
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,34.14,13.3,0.3733,0.7332,-0.0259,-0.2347,0.6336,0.3892
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,36.36,13.3,0.3444,0.4474,-0.0097,-0.0958,0.6863,0.3906
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,38.59,13.3,0.31,0.29,0.0116,0.0296,0.9070,0.3835
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,40.81,13.3,0.3019,0.2687,0.0113,0.0663,1.1591,0.3735
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,43.03,13.3,0.3121,0.2618,0.0068,0.1104,1.4192,0.3456
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,45.25,13.3,0.4306,0.3753,0.0172,0.0899,1.4590,0.3094
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,47.47,13.3,0.5861,0.5407,0.0540,0.0586,1.4383,0.2850
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,49.69,13.3,0.8292,0.951,0.0277,-0.0556,1.2258,0.2703
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,51.92,13.3,1.0693,1.3724,0.0772,-0.1087,1.1292,0.2507
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,54.14,13.3,1.2363,2.3521,0.0194,-0.3506,0.9829,0.2384
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,56.36,13.3,1.3646,2.1723,0.0395,-0.2475,1.0052,0.2296
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,58.58,13.3,1.3483,1.7677,0.0272,-0.1459,0.9164,0.2209
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,60.80,13.3,1.6276,2.6679,-0.0074,-0.2749,0.8841,0.2022
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,63.02,13.3,1.6501,2.7465,-0.0209,-0.2830,0.8718,0.2006
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,65.24,13.3,1.9881,6.2593,-0.0570,-0.7577,0.8015,0.1967
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,67.47,13.3,2.3141,4.1619,0.0014,-0.4295,1.0422,0.1732
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,69.71,13.4,3.1977,5.394,-0.0186,-0.4657,1.2682,0.1393
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,71.94,13.4,2.7362,2.5853,0.0380,0.0561,2.5907,0.1209
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,74.16,13.4,3.0756,2.9316,0.0118,0.0580,3.5445,0.1026
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,76.38,13.4,3.7937,3.9931,0.0653,-0.0691,2.1758,0.1012
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,78.60,13.4,3.8114,5.377,-0.0290,-0.5698,2.1381,0.1010
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,80.82,13.4,4.3569,6.7523,-0.0503,-0.7295,1.9672,0.0940
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,15.91,13.5,0.0055,0.0121,-0.6952,-0.7201,1.1326,0.6312
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,16.73,13.3,0.0047,0.0097,-0.6834,-0.7046,1.2187,0.6742
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,18.59,13.3,0.0034,0.0077,-0.7352,-0.7179,1.1107,0.7117
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,20.81,13.3,0.0024,0.0055,-0.7843,-0.7290,1.0789,0.7803
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,23.04,13.3,0.002,0.0039,-0.7844,-0.6681,1.2967,0.8096
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,25.25,13.3,0.0019,0.0035,-0.7891,-0.6591,1.4064,0.8233
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,27.48,13.3,0.0019,0.0032,-0.7766,-0.6351,1.5305,0.8280
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,29.70,13.3,0.0018,0.0028,-0.7417,-0.6033,1.6514,0.8307
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,31.92,13.3,0.0016,0.0025,-0.6609,-0.5655,1.5990,0.8378
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,34.14,13.3,0.0015,0.0022,-0.6309,-0.4906,1.7169,0.8190
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,36.36,13.3,0.0014,0.002,-0.5106,-0.4415,1.8237,0.8179
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,38.59,13.3,0.0013,0.0018,-0.5016,-0.3717,2.0884,0.8013
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,40.81,13.3,0.0013,0.0017,-0.3971,-0.3361,2.3974,0.7895
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,43.03,13.3,0.0014,0.0016,-0.3983,-0.2791,2.7072,0.7654
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,45.25,13.3,0.0014,0.0016,-0.2993,-0.2321,3.0578,0.7257
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,47.47,13.3,0.0014,0.0016,-0.3185,-0.2225,3.3773,0.7193
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,49.69,13.3,0.0016,0.0017,-0.3046,-0.2186,3.6106,0.7027
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,51.92,13.3,0.0016,0.0016,0.0999,-0.0736,4.3434,0.6212
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,54.14,13.3,0.0016,0.0017,-0.1153,-0.1257,4.3153,0.6536
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,56.36,13.3,0.0016,0.0017,-0.1584,-0.1428,4.2867,0.6635
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,58.58,13.3,0.0017,0.0018,-0.2303,-0.1683,4.8617,0.6739
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,60.80,13.3,0.0017,0.0018,-0.1470,-0.1634,4.7707,0.6633
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,63.02,13.3,0.0018,0.0018,0.0879,-0.0920,5.0000,0.6130
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,65.24,13.3,0.002,0.0022,-0.3431,-0.2472,4.2654,0.7033
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,67.47,13.3,0.0019,0.002,-0.1129,-0.0505,5.0000,0.6016
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,69.71,13.4,0.0023,0.0025,-0.2735,-0.1573,4.8802,0.6351
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,71.94,13.4,0.0024,0.0025,-0.4059,-0.1917,5.0000,0.6660
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,74.16,13.4,0.0024,0.0026,-0.2040,-0.1914,4.6471,0.6619
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,76.38,13.4,0.0027,0.003,-0.3872,-0.2827,5.0000,0.7081
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,78.60,13.4,0.0027,0.003,-0.4567,-0.3897,5.0000,0.7535
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,80.82,13.4,0.0029,0.0033,-0.4208,-0.4210,5.0000,0.7492
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,15.91,13.5,0.0058,0.003,0.3307,0.3502,1.7943,0.4481
